sample_id,true_label,true_class_name,text_prediction,text_class_name,text_confidence,text_correct,image_prediction,image_class_name,image_confidence,image_correct,fused_prediction,fused_class_name,fused_confidence,fused_correct,fusion_strategy,agreement_text_image,best_individual,fusion_improved
3164,2060,Articles soins,2060,Articles soins,0.9082145204808241,True,50,Jouets & Jeux,0.2687806,False,16,Unknown_16,0.6267674467364505,False,weighted,False,text,False
3165,2585,Sports & Loisirs,2585,Sports & Loisirs,0.7669431376730442,True,1302,Jeux vidéo rétro,0.18517195,False,24,Unknown_24,0.5116091278657341,False,weighted,False,text,False
3166,1180,Décoration,10,Livres,0.3820576681127234,False,1280,Accessoires téléphones,0.5456622,False,7,Unknown_7,0.23460625190841228,False,weighted,False,image,False
3167,2583,Articles sport,2583,Articles sport,0.9968052032854999,True,2583,Articles sport,0.99133563,True,23,Unknown_23,0.994617386058977,False,weighted,True,text,False
3168,2582,Matériel & accessoires,2582,Matériel & accessoires,0.3686029430738305,True,1560,Photos,0.3154318,False,22,Unknown_22,0.3172074312872419,False,weighted,False,text,False
3169,2060,Articles soins,2060,Articles soins,0.9669867068580885,True,2060,Articles soins,0.90212077,True,16,Unknown_16,0.9410403317244111,False,weighted,True,text,False
3170,40,DVD & Films,10,Livres,0.29164499369497404,False,40,DVD & Films,0.945759,True,1,Unknown_1,0.5532906134559828,False,weighted,False,image,False
3171,60,Consoles,60,Consoles,0.999438590630842,True,50,Jouets & Jeux,0.31059182,False,3,Unknown_3,0.6322303574233965,False,weighted,False,text,False
3172,2060,Articles soins,2060,Articles soins,0.9911115778536937,True,2060,Articles soins,0.5323501,True,16,Unknown_16,0.8076069988638962,False,weighted,True,text,False
3173,1320,CD,1320,CD,0.9989871218966048,True,1320,CD,0.92041206,True,12,Unknown_12,0.9675571104983449,False,weighted,True,text,False
3174,1300,Jeux vidéo ancien,1300,Jeux vidéo ancien,0.879004829126151,True,2585,Sports & Loisirs,0.5757528,False,9,Unknown_9,0.5557745947674224,False,weighted,False,text,False
3175,2522,Équipement bébé,2522,Équipement bébé,0.9960570801442724,True,2522,Équipement bébé,0.31015235,True,21,Unknown_21,0.7216951918092883,False,weighted,True,text,False
3176,2462,Fournitures bureau,2462,Fournitures bureau,0.9777708859958307,True,2462,Fournitures bureau,0.9678771,True,20,Unknown_20,0.9738133854697976,False,weighted,True,text,False
3177,2403,Livres en langues étrangères,2280,Jeux vidéo,0.5940444054516281,False,2403,Livres en langues étrangères,0.8092166,True,18,Unknown_18,0.3574997612209767,False,weighted,False,image,False
3178,1280,Accessoires téléphones,1140,TV,0.7157794983128153,False,1280,Accessoires téléphones,0.36657813,True,4,Unknown_4,0.4921228722297813,False,weighted,False,text,False
3179,2705,Accessoires console,2705,Accessoires console,0.9777578478816596,True,2705,Accessoires console,0.97720635,True,25,Unknown_25,0.9775372603990702,False,weighted,True,text,False
3180,1300,Jeux vidéo ancien,1280,Accessoires téléphones,0.6965577965951091,False,1300,Jeux vidéo ancien,0.94517004,True,9,Unknown_9,0.4911295775575993,False,weighted,False,image,False
3181,2582,Matériel & accessoires,2582,Matériel & accessoires,0.9761503848107717,True,2582,Matériel & accessoires,0.9905945,True,22,Unknown_22,0.9819280512733496,False,weighted,True,image,False
3182,10,Livres,2280,Jeux vidéo,0.43425278788211613,False,10,Livres,0.9991079,True,0,Unknown_0,0.5855924221027466,False,weighted,False,image,False
3183,10,Livres,2280,Jeux vidéo,0.28013935735411954,False,2403,Livres en langues étrangères,0.4685673,False,19,Unknown_19,0.29916467778364536,False,weighted,False,image,False
3184,2522,Équipement bébé,2522,Équipement bébé,0.6774327443131816,True,2522,Équipement bébé,0.13718662,True,21,Unknown_21,0.4613342939966328,False,weighted,True,text,False
3185,1160,Électroménager,1160,Électroménager,0.9989957379877604,True,1160,Électroménager,0.9946115,True,5,Unknown_5,0.9972420553910755,False,weighted,True,text,False
3186,2705,Accessoires console,2705,Accessoires console,0.8870528067123074,True,2280,Jeux vidéo,0.48161986,False,25,Unknown_25,0.5688111700100409,False,weighted,False,text,False
3187,1160,Électroménager,1160,Électroménager,0.7047047887364124,True,1140,TV,0.2840255,False,5,Unknown_5,0.4790673545967993,False,weighted,False,text,False
3188,40,DVD & Films,40,DVD & Films,0.9480058554012424,True,40,DVD & Films,0.7692352,True,1,Unknown_1,0.8764975907325057,False,weighted,True,text,False
3189,1280,Accessoires téléphones,1280,Accessoires téléphones,0.6759650776201571,True,1280,Accessoires téléphones,0.45712796,True,7,Unknown_7,0.5884302270063213,False,weighted,True,text,False
3190,1281,Téléphonie fixe,1281,Téléphonie fixe,0.8889708295767744,True,1320,CD,0.33298406,False,8,Unknown_8,0.5802953578713679,False,weighted,False,text,False
3191,40,DVD & Films,40,DVD & Films,0.9388679805415768,True,40,DVD & Films,0.9099589,True,1,Unknown_1,0.9273043598543345,False,weighted,True,text,False
3192,2403,Livres en langues étrangères,2403,Livres en langues étrangères,0.8631034510714699,True,10,Livres,0.6979288,False,19,Unknown_19,0.5267335179378324,False,weighted,False,text,False
3193,1320,CD,1320,CD,0.5374383385170399,True,1320,CD,0.91847855,True,12,Unknown_12,0.689854440402323,False,weighted,True,image,False
3194,1300,Jeux vidéo ancien,1300,Jeux vidéo ancien,0.9621936662588596,True,1280,Accessoires téléphones,0.48634422,False,9,Unknown_9,0.6071540670003939,False,weighted,False,text,False
3195,1320,CD,2060,Articles soins,0.3962276236491359,False,2060,Articles soins,0.47129267,False,16,Unknown_16,0.4262536529467676,False,weighted,True,image,False
3196,1281,Téléphonie fixe,1281,Téléphonie fixe,0.9740484597663503,True,10,Livres,0.53175795,False,8,Unknown_8,0.6162098403203738,False,weighted,False,text,False
3197,1920,Musique amplifiée,1920,Musique amplifiée,0.42972179063132876,True,1920,Musique amplifiée,0.44993737,True,14,Unknown_14,0.4378080326793878,False,weighted,True,image,False
3198,1302,Jeux vidéo rétro,1302,Jeux vidéo rétro,0.964030834055046,True,1320,CD,0.3571797,False,11,Unknown_11,0.693943328867018,False,weighted,False,text,False
3199,2280,Jeux vidéo,2280,Jeux vidéo,0.4805182291544038,True,10,Livres,0.36861536,False,18,Unknown_18,0.3782313614175652,False,weighted,False,text,False
3200,1920,Musique amplifiée,1920,Musique amplifiée,0.6834625999890954,True,2060,Articles soins,0.2256263,False,14,Unknown_14,0.487471158847999,False,weighted,False,text,False
3201,2403,Livres en langues étrangères,2403,Livres en langues étrangères,0.9513962651654296,True,1160,Électroménager,0.27375853,False,19,Unknown_19,0.583329330816222,False,weighted,False,text,False
3202,2522,Équipement bébé,2403,Livres en langues étrangères,0.3772876451413479,False,2522,Équipement bébé,0.98144597,True,21,Unknown_21,0.6189509803057103,False,weighted,False,image,False
3203,2462,Fournitures bureau,2462,Fournitures bureau,0.9965457321623359,True,2403,Livres en langues étrangères,0.2616819,False,20,Unknown_20,0.6916128129613038,False,weighted,False,text,False
3204,2060,Articles soins,2060,Articles soins,0.9428203813938838,True,2060,Articles soins,0.24797645,True,16,Unknown_16,0.6648828141515578,False,weighted,True,text,False
3205,1300,Jeux vidéo ancien,1300,Jeux vidéo ancien,0.9999482910945956,True,2585,Sports & Loisirs,0.32277793,False,9,Unknown_9,0.6365724626848068,False,weighted,False,text,False
3206,2585,Sports & Loisirs,2585,Sports & Loisirs,0.9847299369158872,True,2585,Sports & Loisirs,0.99273795,True,24,Unknown_24,0.9879331357468681,False,weighted,True,image,False
3207,1300,Jeux vidéo ancien,1300,Jeux vidéo ancien,0.9872712684472382,True,1300,Jeux vidéo ancien,0.96782523,True,9,Unknown_9,0.9794928725242603,False,weighted,True,text,False
3208,2583,Articles sport,2583,Articles sport,0.9850205242446696,True,1320,CD,0.32556885,False,23,Unknown_23,0.6603825917727729,False,weighted,False,text,False
3209,2060,Articles soins,1560,Photos,0.5504654974739944,False,2585,Sports & Loisirs,0.25942934,False,13,Unknown_13,0.4200838286281344,False,weighted,False,text,False
3210,1560,Photos,1560,Photos,0.9610794929946486,True,1560,Photos,0.9947378,True,13,Unknown_13,0.9745428233316554,False,weighted,True,image,False
3211,2280,Jeux vidéo,2280,Jeux vidéo,0.8871498424324591,True,2280,Jeux vidéo,0.98674506,True,18,Unknown_18,0.926987929255557,False,weighted,True,image,False
3212,1160,Électroménager,1160,Électroménager,0.9959617871560762,True,1160,Électroménager,0.97794807,True,5,Unknown_5,0.9887563060830896,False,weighted,True,text,False
3213,2403,Livres en langues étrangères,2403,Livres en langues étrangères,0.6014484840569165,True,2403,Livres en langues étrangères,0.6265924,True,19,Unknown_19,0.611506055470542,False,weighted,True,image,False
3214,2583,Articles sport,2583,Articles sport,0.8173524757365025,True,2585,Sports & Loisirs,0.41521493,False,23,Unknown_23,0.510520965688803,False,weighted,False,text,False
3215,2522,Équipement bébé,2522,Équipement bébé,0.9994249615220043,True,2522,Équipement bébé,0.893626,True,21,Unknown_21,0.9571053727357276,False,weighted,True,text,False
3216,2583,Articles sport,2583,Articles sport,0.9999985249278897,True,2583,Articles sport,0.89599043,True,23,Unknown_23,0.9583952874802323,False,weighted,True,text,False
3217,1302,Jeux vidéo rétro,1280,Accessoires téléphones,0.5028921478657854,False,1280,Accessoires téléphones,0.34681472,False,7,Unknown_7,0.44046118042879895,False,weighted,True,text,False
3218,2280,Jeux vidéo,1140,TV,0.42558118624773283,False,2280,Jeux vidéo,0.63743055,True,18,Unknown_18,0.4012883902192938,False,weighted,False,image,False
3219,2583,Articles sport,2583,Articles sport,0.9992304990228768,True,2583,Articles sport,0.9846618,True,23,Unknown_23,0.9934030204735252,False,weighted,True,text,False
3220,2522,Équipement bébé,2522,Équipement bébé,0.9992350814655175,True,2522,Équipement bébé,0.5325615,True,21,Unknown_21,0.8125656502196044,False,weighted,True,text,False
3221,2403,Livres en langues étrangères,2403,Livres en langues étrangères,0.6832590284138182,True,2280,Jeux vidéo,0.6676487,False,19,Unknown_19,0.4977566574328696,False,weighted,False,text,False
3222,2403,Livres en langues étrangères,10,Livres,0.273035660752196,False,1160,Électroménager,0.5683209,False,5,Unknown_5,0.22955358446116092,False,weighted,False,image,False
3223,1302,Jeux vidéo rétro,1302,Jeux vidéo rétro,0.6529660345138536,True,1320,CD,0.4663903,False,11,Unknown_11,0.4134817258877412,False,weighted,False,text,False
3224,1300,Jeux vidéo ancien,1300,Jeux vidéo ancien,0.9777624943628154,True,1300,Jeux vidéo ancien,0.3080787,True,9,Unknown_9,0.7098889821037198,False,weighted,True,text,False
3225,2462,Fournitures bureau,50,Jouets & Jeux,0.5251143765417681,False,2905,Instruments musique,0.52519363,False,2,Unknown_2,0.31768370404462193,False,weighted,False,image,False
3226,60,Consoles,50,Jouets & Jeux,0.7988228467074517,False,50,Jouets & Jeux,0.4118822,False,2,Unknown_2,0.6440465937237432,False,weighted,True,text,False
3227,2522,Équipement bébé,1302,Jeux vidéo rétro,0.5385286544028786,False,1302,Jeux vidéo rétro,0.36819828,False,11,Unknown_11,0.4703964998879353,False,weighted,True,text,False
3228,1560,Photos,1560,Photos,0.5295284044712156,True,1300,Jeux vidéo ancien,0.18435661,False,13,Unknown_13,0.39115013640936436,False,weighted,False,text,False
3229,2403,Livres en langues étrangères,2403,Livres en langues étrangères,0.6923828154404602,True,2403,Livres en langues étrangères,0.95922744,True,19,Unknown_19,0.7991206723212982,False,weighted,True,image,False
3230,2060,Articles soins,2060,Articles soins,0.41470855774178716,True,2060,Articles soins,0.49311605,True,16,Unknown_16,0.4460715520482934,False,weighted,True,image,False
3231,1560,Photos,1560,Photos,0.9710883179310426,True,1560,Photos,0.9969995,True,13,Unknown_13,0.9814527975918927,False,weighted,True,image,False
3232,1280,Accessoires téléphones,1280,Accessoires téléphones,0.9830351501885932,True,1140,TV,0.4288999,False,7,Unknown_7,0.6489838819315362,False,weighted,False,text,False
3233,1280,Accessoires téléphones,1280,Accessoires téléphones,0.9600677840582719,True,1920,Musique amplifiée,0.2985637,False,7,Unknown_7,0.6865839587254637,False,weighted,False,text,False
3234,2582,Matériel & accessoires,1560,Photos,0.7452208003188363,False,1280,Accessoires téléphones,0.5973203,False,13,Unknown_13,0.4535033957569415,False,weighted,False,text,False
3235,2705,Accessoires console,2705,Accessoires console,0.5085237302732686,True,2280,Jeux vidéo,0.51423705,False,25,Unknown_25,0.3712650599093568,False,weighted,False,image,False
3236,2462,Fournitures bureau,10,Livres,0.5643506526712839,False,2462,Fournitures bureau,0.8918711,True,20,Unknown_20,0.6953588235237755,False,weighted,False,image,False
3237,2583,Articles sport,2583,Articles sport,0.9961420905059062,True,2583,Articles sport,0.1955469,True,23,Unknown_23,0.6759040124097754,False,weighted,True,text,False
3238,1560,Photos,1560,Photos,0.46634945001004297,True,2060,Articles soins,0.34960064,False,13,Unknown_13,0.34044367582081647,False,weighted,False,text,False
3239,10,Livres,10,Livres,0.5628779388991346,True,10,Livres,0.64744854,True,0,Unknown_0,0.5967061732725709,False,weighted,True,image,False
3240,1281,Téléphonie fixe,1281,Téléphonie fixe,0.8806703617394671,True,1281,Téléphonie fixe,0.533192,True,8,Unknown_8,0.7416790056360189,False,weighted,True,text,False
3241,2583,Articles sport,2583,Articles sport,0.9999995513034927,True,2583,Articles sport,0.9961273,True,23,Unknown_23,0.9984506716294924,False,weighted,True,text,False
3242,1302,Jeux vidéo rétro,1302,Jeux vidéo rétro,0.9974370065914578,True,1302,Jeux vidéo rétro,0.8941549,True,11,Unknown_11,0.95612416646403,False,weighted,True,text,False
3243,10,Livres,2403,Livres en langues étrangères,0.5472741491367592,False,1281,Téléphonie fixe,0.6633076,False,19,Unknown_19,0.36595181550205785,False,weighted,False,image,False
3244,1160,Électroménager,1160,Électroménager,0.9990780786248243,True,1160,Électroménager,0.330196,True,5,Unknown_5,0.7315252414686797,False,weighted,True,text,False
3245,2585,Sports & Loisirs,2585,Sports & Loisirs,0.9950143314236328,True,2585,Sports & Loisirs,0.43348712,True,24,Unknown_24,0.7704034427901462,False,weighted,True,text,False
3246,2060,Articles soins,2060,Articles soins,0.44971845927324977,True,1302,Jeux vidéo rétro,0.32525852,False,16,Unknown_16,0.2854143849088972,False,weighted,False,text,False
3247,1920,Musique amplifiée,1320,CD,0.19717126729928022,False,1920,Musique amplifiée,0.96468836,True,14,Unknown_14,0.4910911596695906,False,weighted,False,image,False
3248,1140,TV,1140,TV,0.9498662421470083,True,1140,TV,0.7584785,True,4,Unknown_4,0.8733111720898865,False,weighted,True,text,False
3249,1300,Jeux vidéo ancien,1300,Jeux vidéo ancien,0.5371234943655072,True,1300,Jeux vidéo ancien,0.50216544,True,9,Unknown_9,0.5231402742974125,False,weighted,True,text,False
3250,10,Livres,2280,Jeux vidéo,0.45347417325244993,False,2705,Accessoires console,0.79861623,False,25,Unknown_25,0.5915310080675282,False,weighted,False,image,False
3251,2403,Livres en langues étrangères,10,Livres,0.48511794335868436,False,10,Livres,0.4291492,False,19,Unknown_19,0.4283623464538245,False,weighted,True,text,False
3252,1320,CD,1320,CD,0.9622398148571577,True,1320,CD,0.7155171,True,12,Unknown_12,0.8635507303831056,False,weighted,True,text,False
3253,2582,Matériel & accessoires,2582,Matériel & accessoires,0.85557303229989,True,2582,Matériel & accessoires,0.97613186,True,22,Unknown_22,0.9037965619565331,False,weighted,True,image,False
3254,1920,Musique amplifiée,1920,Musique amplifiée,0.8881252706460641,True,1920,Musique amplifiée,0.24242637,True,14,Unknown_14,0.6298457131035617,False,weighted,True,text,False
3255,10,Livres,2280,Jeux vidéo,0.5711253264969358,False,1281,Téléphonie fixe,0.26635587,False,18,Unknown_18,0.40416285198484475,False,weighted,False,text,False
3256,1302,Jeux vidéo rétro,1302,Jeux vidéo rétro,0.9729125153959575,True,1302,Jeux vidéo rétro,0.5845936,True,11,Unknown_11,0.8175849498475064,False,weighted,True,text,False
3257,2583,Articles sport,2583,Articles sport,0.9992535919057259,True,2583,Articles sport,0.9884072,True,23,Unknown_23,0.9949150389496642,False,weighted,True,text,False
3258,10,Livres,2280,Jeux vidéo,0.6007496328388469,False,10,Livres,0.5022417,True,18,Unknown_18,0.434593152179409,False,weighted,False,text,False
3259,50,Jouets & Jeux,50,Jouets & Jeux,0.6861193340685579,True,50,Jouets & Jeux,0.6268804,True,2,Unknown_2,0.6624237812558778,False,weighted,True,text,False
3260,40,DVD & Films,40,DVD & Films,0.518603491295134,True,2462,Fournitures bureau,0.5845811,False,20,Unknown_20,0.3290584711230106,False,weighted,False,image,False
3261,1920,Musique amplifiée,1920,Musique amplifiée,0.9782584401339688,True,1920,Musique amplifiée,0.9966539,True,14,Unknown_14,0.9856166477424143,False,weighted,True,image,False
3262,2705,Accessoires console,10,Livres,0.911197964598786,False,10,Livres,0.8370736,False,0,Unknown_0,0.881548228412897,False,weighted,True,text,False
3263,1320,CD,1320,CD,0.998876547773243,True,1320,CD,0.99406046,True,12,Unknown_12,0.9969501232859855,False,weighted,True,text,False
3264,2060,Articles soins,2060,Articles soins,0.9351611167518373,True,2060,Articles soins,0.9314917,True,16,Unknown_16,0.9336933511691139,False,weighted,True,text,False
3265,2403,Livres en langues étrangères,2403,Livres en langues étrangères,0.8031557409600271,True,2403,Livres en langues étrangères,0.86611295,True,19,Unknown_19,0.8283386176011475,False,weighted,True,image,False
3266,2522,Équipement bébé,2522,Équipement bébé,0.9990778583259363,True,2522,Équipement bébé,0.99708134,True,21,Unknown_21,0.9982792447788107,False,weighted,True,text,False
3267,10,Livres,10,Livres,0.5951185773382646,True,10,Livres,0.975105,True,0,Unknown_0,0.7471131533724107,False,weighted,True,image,False
3268,1560,Photos,1560,Photos,0.7489027472740605,True,2060,Articles soins,0.76939404,False,13,Unknown_13,0.4938958148602363,False,weighted,False,image,False
3269,2585,Sports & Loisirs,2585,Sports & Loisirs,0.8893515517893836,True,2585,Sports & Loisirs,0.97298706,True,24,Unknown_24,0.922805747424567,False,weighted,True,image,False
3270,2522,Équipement bébé,2522,Équipement bébé,0.9993445559815884,True,2522,Équipement bébé,0.9981584,True,21,Unknown_21,0.9988700857446384,False,weighted,True,text,False
3271,1280,Accessoires téléphones,1280,Accessoires téléphones,0.6723364026415186,True,1300,Jeux vidéo ancien,0.9369093,False,9,Unknown_9,0.49998252372504415,False,weighted,False,image,False
3272,1281,Téléphonie fixe,2280,Jeux vidéo,0.5753811856075879,False,1281,Téléphonie fixe,0.21643762,True,18,Unknown_18,0.3466869849830348,False,weighted,False,text,False
3273,2522,Équipement bébé,2522,Équipement bébé,0.8364027072373401,True,1302,Jeux vidéo rétro,0.2376143,False,21,Unknown_21,0.514827695750199,False,weighted,False,text,False
3274,2585,Sports & Loisirs,2585,Sports & Loisirs,0.8827058987313003,True,1302,Jeux vidéo rétro,0.16797498,False,24,Unknown_24,0.5438303705822521,False,weighted,False,text,False
3275,2403,Livres en langues étrangères,2403,Livres en langues étrangères,0.9192963790998154,True,2403,Livres en langues étrangères,0.58014435,True,19,Unknown_19,0.7836355627837952,False,weighted,True,text,False
3276,1160,Électroménager,1160,Électroménager,0.9995782898689146,True,1160,Électroménager,0.98557866,True,5,Unknown_5,0.993978442360451,False,weighted,True,text,False
3277,10,Livres,10,Livres,0.35813754613988263,True,10,Livres,0.48189315,True,0,Unknown_0,0.40763979146356977,False,weighted,True,image,False
3278,60,Consoles,60,Consoles,0.999960977448429,True,60,Consoles,0.9812292,True,3,Unknown_3,0.9924682549318107,False,weighted,True,text,False
3279,2583,Articles sport,2583,Articles sport,0.9932052445680416,True,2583,Articles sport,0.8531149,True,23,Unknown_23,0.9371691258114884,False,weighted,True,text,False
3280,40,DVD & Films,1140,TV,0.2797811676274306,False,1320,CD,0.87196004,False,12,Unknown_12,0.3611031083574911,False,weighted,False,image,False
3281,2280,Jeux vidéo,10,Livres,0.36490664461020395,False,10,Livres,0.44901928,False,0,Unknown_0,0.3985517059490905,False,weighted,True,image,False
3282,2403,Livres en langues étrangères,2403,Livres en langues étrangères,0.9294729568044714,True,2403,Livres en langues étrangères,0.8415024,True,19,Unknown_19,0.894284763186,False,weighted,True,text,False
3283,10,Livres,40,DVD & Films,0.8501070950726176,False,2705,Accessoires console,0.97348255,False,1,Unknown_1,0.5105979864859658,False,weighted,False,image,False
3284,2462,Fournitures bureau,2462,Fournitures bureau,0.9562140339996824,True,1140,TV,0.57015723,False,20,Unknown_20,0.575253352151001,False,weighted,False,text,False
3285,2583,Articles sport,2583,Articles sport,0.9986568714372343,True,2583,Articles sport,0.99171233,True,23,Unknown_23,0.9958790674920097,False,weighted,True,text,False
3286,1320,CD,1320,CD,0.9994118216780361,True,1320,CD,0.98674494,True,12,Unknown_12,0.9943450870005808,False,weighted,True,text,False
3287,1180,Décoration,1180,Décoration,0.997400071556757,True,2462,Fournitures bureau,0.3283323,False,6,Unknown_6,0.6140706383200825,False,weighted,False,text,False
3288,2585,Sports & Loisirs,2585,Sports & Loisirs,0.47102609051516003,True,2585,Sports & Loisirs,0.22918056,True,16,Unknown_16,0.3469273672893664,False,weighted,True,text,False
3289,2522,Équipement bébé,2522,Équipement bébé,0.999241425929562,True,2522,Équipement bébé,0.9991867,True,21,Unknown_21,0.9992195393670176,False,weighted,True,text,False
3290,2403,Livres en langues étrangères,2403,Livres en langues étrangères,0.9770542649765482,True,10,Livres,0.9497095,False,19,Unknown_19,0.5888944279157919,False,weighted,False,text,False
3291,1300,Jeux vidéo ancien,1300,Jeux vidéo ancien,0.9292364490081036,True,1300,Jeux vidéo ancien,0.88096315,True,9,Unknown_9,0.9099271221190193,False,weighted,True,text,False
3292,1300,Jeux vidéo ancien,1300,Jeux vidéo ancien,0.7425441409476286,True,1300,Jeux vidéo ancien,0.745086,True,9,Unknown_9,0.7435608843164256,False,weighted,True,image,False
3293,1280,Accessoires téléphones,1280,Accessoires téléphones,0.4919751210350739,True,1140,TV,0.20241961,False,10,Livres,0.29660438179848025,False,weighted,False,text,False
3294,2403,Livres en langues étrangères,2403,Livres en langues étrangères,0.997935289938625,True,10,Livres,0.4988751,False,19,Unknown_19,0.6287340997453786,False,weighted,False,text,False
3295,2585,Sports & Loisirs,2585,Sports & Loisirs,0.9743121407941393,True,2585,Sports & Loisirs,0.9909695,True,24,Unknown_24,0.980975070149625,False,weighted,True,image,False
3296,2060,Articles soins,2060,Articles soins,0.9365728032840124,True,1320,CD,0.8578694,False,16,Unknown_16,0.5733374851422209,False,weighted,False,text,False
3297,2585,Sports & Loisirs,2585,Sports & Loisirs,0.7089558401501781,True,2585,Sports & Loisirs,0.3212586,True,24,Unknown_24,0.5538769459007147,False,weighted,True,text,False
3298,1920,Musique amplifiée,1920,Musique amplifiée,0.9937924136406916,True,1920,Musique amplifiée,0.9950771,True,14,Unknown_14,0.9943062954954348,False,weighted,True,image,False
3299,1560,Photos,1560,Photos,0.8650839441736775,True,2582,Matériel & accessoires,0.831989,False,13,Unknown_13,0.5603321783971927,False,weighted,False,text,False
3300,1302,Jeux vidéo rétro,1302,Jeux vidéo rétro,0.9959123543339526,True,1301,Consoles rétro,0.41258866,False,11,Unknown_11,0.6619336239360306,False,weighted,False,text,False
3301,2220,Puériculture,1320,CD,0.28315259112520746,False,2585,Sports & Loisirs,0.2800248,False,17,Unknown_17,0.2276630101716741,False,weighted,False,text,False
3302,1140,TV,1140,TV,0.9967019101608279,True,1140,TV,0.25023565,True,4,Unknown_4,0.6981154048817445,False,weighted,True,text,False
3303,1300,Jeux vidéo ancien,1300,Jeux vidéo ancien,0.987663696151173,True,1300,Jeux vidéo ancien,0.971446,True,9,Unknown_9,0.9811766028053736,False,weighted,True,text,False
3304,1140,TV,1140,TV,0.9843799936567811,True,1140,TV,0.9851136,True,4,Unknown_4,0.9846734385368268,False,weighted,True,image,False
3305,2585,Sports & Loisirs,2582,Matériel & accessoires,0.6103996480615157,False,1560,Photos,0.2538386,False,22,Unknown_22,0.4488300409979354,False,weighted,False,text,False
3306,1302,Jeux vidéo rétro,1320,CD,0.40559110505089074,False,1320,CD,0.35130754,False,12,Unknown_12,0.3813490952908302,False,weighted,True,text,False
3307,1281,Téléphonie fixe,1280,Accessoires téléphones,0.8493390238441142,False,1280,Accessoires téléphones,0.54355806,False,7,Unknown_7,0.7270266447160907,False,weighted,True,text,False
3308,2522,Équipement bébé,2522,Équipement bébé,0.9793711321660766,True,2522,Équipement bébé,0.5774693,True,21,Unknown_21,0.8186103920405441,False,weighted,True,text,False
3309,2403,Livres en langues étrangères,2705,Accessoires console,0.6724011101302951,False,2403,Livres en langues étrangères,0.38171995,True,25,Unknown_25,0.404743759935309,False,weighted,False,text,False
3310,1280,Accessoires téléphones,1280,Accessoires téléphones,0.7862021016805318,True,40,DVD & Films,0.4844699,False,7,Unknown_7,0.4864681178840367,False,weighted,False,text,False
3311,1160,Électroménager,1160,Électroménager,0.9866577580338872,True,1160,Électroménager,0.9803744,True,5,Unknown_5,0.984144431040654,False,weighted,True,text,False
3312,2060,Articles soins,2060,Articles soins,0.9865048614881566,True,2060,Articles soins,0.8917671,True,16,Unknown_16,0.948609744771846,False,weighted,True,text,False
3313,2583,Articles sport,2583,Articles sport,0.8912588357207449,True,2585,Sports & Loisirs,0.27614114,False,23,Unknown_23,0.5802062086330219,False,weighted,False,text,False
3314,2280,Jeux vidéo,2280,Jeux vidéo,0.939114520850614,True,2705,Accessoires console,0.5717267,False,18,Unknown_18,0.7224372207539291,False,weighted,False,text,False
3315,2583,Articles sport,2583,Articles sport,0.9862920803775658,True,2583,Articles sport,0.89144796,True,23,Unknown_23,0.948354432758705,False,weighted,True,text,False
3316,1302,Jeux vidéo rétro,10,Livres,0.3862064005614895,False,1281,Téléphonie fixe,0.7587967,False,8,Unknown_8,0.5352425230551707,False,weighted,False,image,False
3317,1281,Téléphonie fixe,1281,Téléphonie fixe,0.663443257716534,True,1940,Instrument musique,0.7696489,False,8,Unknown_8,0.40626302566065636,False,weighted,False,image,False
3318,10,Livres,2280,Jeux vidéo,0.4783357849379247,False,10,Livres,0.86466634,True,0,Unknown_0,0.4545469767197484,False,weighted,False,image,False
3319,2060,Articles soins,2060,Articles soins,0.9739527365969005,True,2060,Articles soins,0.90238744,True,16,Unknown_16,0.945326612079524,False,weighted,True,text,False
3320,1320,CD,1320,CD,0.9255894987027824,True,1302,Jeux vidéo rétro,0.35128707,False,12,Unknown_12,0.5719382576341021,False,weighted,False,text,False
3321,2522,Équipement bébé,2522,Équipement bébé,0.9962809559228637,True,2522,Équipement bébé,0.39578375,True,21,Unknown_21,0.756082071454681,False,weighted,True,text,False
3322,1280,Accessoires téléphones,1280,Accessoires téléphones,0.7724712909469084,True,1280,Accessoires téléphones,0.97180635,True,7,Unknown_7,0.8522053135162041,False,weighted,True,image,False
3323,2060,Articles soins,2060,Articles soins,0.9934447743448688,True,2060,Articles soins,0.42980996,True,16,Unknown_16,0.7679908447237654,False,weighted,True,text,False
3324,50,Jouets & Jeux,50,Jouets & Jeux,0.9896249855730382,True,50,Jouets & Jeux,0.9408678,True,2,Unknown_2,0.9701221159203915,False,weighted,True,text,False
3325,10,Livres,10,Livres,0.42997519540537377,True,10,Livres,0.998073,True,0,Unknown_0,0.6293042694739805,False,weighted,True,image,False
3326,1320,CD,1320,CD,0.45926923217056825,True,1920,Musique amplifiée,0.9738365,False,14,Unknown_14,0.66509613193082,False,weighted,False,image,False
3327,2583,Articles sport,2583,Articles sport,0.9996511032186519,True,2583,Articles sport,0.9595834,True,23,Unknown_23,0.9836240404845816,False,weighted,True,text,False
3328,2582,Matériel & accessoires,2582,Matériel & accessoires,0.9917084417369489,True,2582,Matériel & accessoires,0.762411,True,22,Unknown_22,0.8999894584194734,False,weighted,True,text,False
3329,2403,Livres en langues étrangères,10,Livres,0.489025352734259,False,2403,Livres en langues étrangères,0.83262914,True,19,Unknown_19,0.3508435357964918,False,weighted,False,image,False
