sample_id,true_label,true_class_name,predicted_label,predicted_class_name,confidence,error_type,text_sample
2356,2060,Articles soins,1560,Photos,0.7909759771954703,high_confidence,1 Pc Bois Résistant À La Chaleur Pad Holder Pan Pot Mat Cuisine Pad Isolation De Cuisson 1 Pc bois résistant à la chaleur Pad Pan Pot Mat Porte-cuisine Isolation de cuisson Pad Bowl Cup Coasters Featu...
2359,2403,Livres en langues étrangères,10,Livres,0.5397681905322421,high_confidence,Contes Drolatique Balzac 2 Tome  
2361,2582,Matériel & accessoires,10,Livres,0.221663205277649,low_confidence,Karcher 25uf Pressure Washer Capacitor By Kã?Â¿Rcher Karcher 25UF Pressure Washer Capacitor
2368,40,DVD & Films,50,Jouets & Jeux,0.8449435176974589,high_confidence,Pour Nintendo Commutateur Support Support Support Accessoires Dock Station Console De Jeux Quickio Pour Nintendo Commutateur Support Support Support Dock Cradle Console Accessoires &amp; Jeu nbsp; &am...
2369,1560,Photos,2522,Équipement bébé,0.49838603772070483,low_confidence,25yd Ruban De Satin 20 Mm Multi Craft Fournitures De Mariage Soiree Tissu Germenly 25YD ruban de satin 20 mm multi Artisanat Fournitures Mariage Soiree Tissu Caractéristiques de l&#39;objet Condition:...
2372,2403,Livres en langues étrangères,2705,Accessoires console,0.5679549271764364,high_confidence,Dictionnaire Des Auteurs De A À J Et K À Z 
2378,1140,TV,2403,Livres en langues étrangères,0.43104072570692087,low_confidence,"Gogo's Crazy Bones (1990) Série  Football Lot De 4 (N°30 32 38 114) gogo's crazy bones ""Magic box"" années 90 série: ""football"" lot de 4: n°30 Keeper (vert) n°32 Hacker (orange) n°38 Striker (blanc) et..."
2385,40,DVD & Films,10,Livres,0.20692945399204069,low_confidence,L'entraîneur Cérébral - Kids 
2387,1280,Accessoires téléphones,1300,Jeux vidéo ancien,0.8663060712879443,high_confidence,Petite Voiture Blanche Et Bleue  - Racers 04 -  Marque Majorette - Réf 1707 - Type Monospace  En Métal  -  Dimensions: 77cmx33cmx3cm. voiture miniature marque Majorette réf 1707.
2389,1560,Photos,2582,Matériel & accessoires,0.7219394999266113,high_confidence,Gervasoni Chaise Allu 23 I (Naturel - Aluminium / Parchemin) Chaise empilable en aluminium anodisé assise et dossier en parchemin tressé (ALLU 23 I) ou teinté gris (ALLU 223 I).
2408,2705,Accessoires console,10,Livres,0.28543893161472494,low_confidence,Dans La Jungle Des Villes De Bertolt Brecht 
2412,1300,Jeux vidéo ancien,1280,Accessoires téléphones,0.6666594343641797,high_confidence,Nd32 Multi Filtres Coated Filtres Camera Lens Étanche Pour Dji 2 Zoom Mavic_3874 @Cocoworld-Générique UV Multi Filtres Coated Filtres Camera Lens étanche pour DJI 2 Zoom Feature Mavic: exécution exqui...
2415,1320,CD,2060,Articles soins,0.9711749624348868,high_confidence,Lampe Led Lumineux 3d Bureau Optique Veilleuse Avec 7 Couleurs LED 3D lumineux Lampe optique Bureau Lumière de nuit avec 7 couleurs Caractéristique: juste visuel 3D la lampe elle-même est plat: en par...
2418,10,Livres,2280,Jeux vidéo,0.7433664166332048,high_confidence,La Iveme Republique La France De 1945 A 1958 Indochine Algerie Guerre Froide 
2424,50,Jouets & Jeux,10,Livres,0.20636305865746035,low_confidence,Xiaomi 1more E1009 Écouteur Piston Fit Intra-Auriculaires Gris 
2431,1560,Photos,2582,Matériel & accessoires,0.8960356882567785,high_confidence,Pedrali Set 2 Chaises Gliss 921 (Noir - Acrylique) Gliss coquille fauteuil transparente ou pleine acrylique de couleur matériau résistant aux taches et antistatique. Cadre en acier chromé tige Ø10 mm....
2445,2583,Articles sport,1280,Accessoires téléphones,0.17576920780232305,low_confidence,Décapant pour raccords pvc Un circuit parfaitement assemblé et collé avec l&#39;utilisation du décapant Interplast !
2449,1560,Photos,2060,Articles soins,0.8894853374457531,high_confidence,Gâteau Scraper Fondant Crème Spatule Lissage Bords Lame De Cuisson Décoration Outil Kitchen Supplies 5124 Gâteau Scraper Fondant Crème Spatule Lissage bords Lame de cuisson Décoration Feature Outil: M...
2456,1280,Accessoires téléphones,1300,Jeux vidéo ancien,0.8899800023901037,high_confidence,Bugs Mjx Parfait 6 Brushless 2.4g 4ch Flip 3d 250mm Racing Drone Rtf Hot Shen 1424 Bugs MJX parfait 6 Brushless 2.4G 4CH Flip 3D 250mm Racing Drone RTF HOT Ce MJX Bugs 6 est une quadcopter de course t...
2468,1920,Musique amplifiée,1560,Photos,0.852478271945696,high_confidence,Décoration Du Foyer Taie Coussin En Coton Lin Couverture Stripe Rd 189 Décoration du foyer Taie d&#39;oreiller en coton lin Housse de coussin à rayures Caractéristiques: 100% tout neuf et de haute qua...
2474,10,Livres,2403,Livres en langues étrangères,0.7581057247841955,high_confidence,Decouvreurs Et Conquerants La Grande Aventure Des Explorations Volume 10 
2485,10,Livres,2705,Accessoires console,0.3962350404969003,low_confidence,La Dernière Des Révolutions 
2490,2280,Jeux vidéo,2705,Accessoires console,0.39618017381827775,low_confidence,Villes En Parallèle N° 10 Les Crises De La Banlieue Aux Xixe Et Axe Siècles Emploi Et Résidence 
2492,2403,Livres en langues étrangères,2280,Jeux vidéo,0.802212477024974,high_confidence,J'aime Lire 7-10 Ans 
2493,2585,Sports & Loisirs,2582,Matériel & accessoires,0.8573737825535263,high_confidence,Ajouter le liquide de nettoyage Brosse Cuisine Salle de bain Coin Brosse à épousseter Nettoyant pour nettoyeur 302 Add LiquidCleaning Brush Kitchen BathroomCorner Dusting BrushFeature:100%brand new an...
2494,10,Livres,2280,Jeux vidéo,0.3726890408691459,low_confidence,L'amour Impossible / Postface D'albert Demaziere 1972.
2501,1280,Accessoires téléphones,1281,Téléphonie fixe,0.660990308222386,high_confidence,Scrabble Game Piece Replacement Letter Racks   Set Of Four (4) A wood grained rack for scrabble tiles or crafts.
2502,2583,Articles sport,10,Livres,0.6960020314869234,high_confidence,Cellule compatible Monarch® Chloromatic® Euromatic® Ecomatic® Monarch P50 
2505,1300,Jeux vidéo ancien,1140,TV,0.21864597474681458,low_confidence,Semi Remorque Porte Char-Teama 
2512,2462,Fournitures bureau,1280,Accessoires téléphones,0.6464589205418032,high_confidence,Spinner Hand - Fidget Jouet Relaxant Et Anti-Stress - Vert 
2517,10,Livres,2705,Accessoires console,0.6998577763438261,high_confidence,Discours Tome I (I-Xv) 
2530,2585,Sports & Loisirs,1560,Photos,0.6443092521831808,high_confidence,5D diamant peinture Jeu d'outils Accessoires de peinture rouleau bricolage diamant bois pour Di 5D diamant peinture Jeu d&#39;outils Accessoires de peinture rouleau bricolage diamant bois pour peintur...
2531,1160,Électroménager,10,Livres,0.4174409038672154,low_confidence,Meccg Middle Earth  - Les Dragons : Vents De La Colere 
2533,2220,Puériculture,1302,Jeux vidéo rétro,0.6703392161815453,high_confidence,Casquette Pour Animaux De Compagnie En Plein Air Taille: L Diamètre Intérieur: 10cm Rainbow Stripes Chapeau De Paille Casquette pour animaux de compagnie en plein air Taille: L Diamètre intérieur: 10c...
2535,1140,TV,1280,Accessoires téléphones,0.40110050654296153,low_confidence,Swift Irc Helicopter K-On (Green) (Rc Model) 
2536,1281,Téléphonie fixe,2705,Accessoires console,0.5910356194662604,high_confidence,Jeu De 54 Cartes Sur Le Theme Des Bourbons Louis Iii Louis Xiv Louis Xv Louis Xvi 
2558,2060,Articles soins,2582,Matériel & accessoires,0.9857248142562054,high_confidence,Salade De Cuisson Cuisine Silicone Service Tenailles Barbecue Poignée En Acier Inoxydable Ustensile Silicone Kitchen Cooking Salad Serving BBQ Tongs Stainless Steel Handle Utensil Description: 100% Br...
2560,2403,Livres en langues étrangères,10,Livres,0.746428329786329,high_confidence,Le Siecle Des Valmore Marceline Desbordes-Valmore Et Les Siens 1.1786-1840 - De Francis Ambriere 
2562,10,Livres,2280,Jeux vidéo,0.4790803610270921,low_confidence,Jacques Baratier - L'aventure Cinéma 
2566,1281,Téléphonie fixe,2705,Accessoires console,0.6930268500684742,high_confidence,Silence. . . Moteur. . . Action ! <p>SILENCE. . . MOTEUR. . . ACTION !<br /><br />Dans SILENCE MOTEUR ACTION! vous incarnez un producteur de cinéma et vous devez produire le futur film à succès que to...
2568,2060,Articles soins,1302,Jeux vidéo rétro,0.22825250250771617,low_confidence,Briquet Torche Lamborghini Noir Et Doré briquet pour cigare et cigarettes offrant une flamme torche puissante. marqué du logo de la célèbre marque de voitures sportives lamborghini. Également disponib...
2579,1281,Téléphonie fixe,10,Livres,0.21711624560591178,low_confidence,Top Trumps Vie Marine En Danger 
2581,2582,Matériel & accessoires,2522,Équipement bébé,0.757675099730446,high_confidence,Lot De 10 Paquets De Daim De Qualité Look Sachet Sac Pochette Double face qualité kuntst daim poignée soft touch - Les sachet en daim sont opaque - Durable de haute qualité fil de 25 mm de diamètre - ...
2582,1560,Photos,2582,Matériel & accessoires,0.441016349931515,low_confidence,Poubelle De Tri Sélectif Cubek 3 Compartiments. <strong>Poubelle de tri sélectif CUBEK avec trois seaux en plastique de différentes couleurs pour faciliter la classification des résidus et deux compar...
2585,10,Livres,2280,Jeux vidéo,0.38934645909258553,low_confidence,Travaux De La Loge / Hors Serie N.34 
2587,1281,Téléphonie fixe,2705,Accessoires console,0.9905598768807788,high_confidence,Mercenaries Heroes Set 1 Rum & Bones est un jeu de batailles de pirates de coupe-jarrets et de fiers-a-bras pour 2-6 joueurs ages d¿au moins 14 ans. Ce paquet peut etre joue avec n¿importe quelle fact...
2603,2280,Jeux vidéo,10,Livres,0.3401951472255009,low_confidence,50 Idees 100 Recettes Delicieuses  N° 6 : Les Champignons De A À Z 
2605,1560,Photos,1320,CD,0.3399296875701838,low_confidence,Chaise-Longue Réglable En Rotin Naturel  Dite ¿Grand-Mère¿ (Année 1930) ma chaise comporte un siège principal (dossier inclinable trois positions via une crémaillère en fer) deux accoudoirs; un repose...
2610,2280,Jeux vidéo,10,Livres,0.35717390424878587,low_confidence,Dossiers De L' Audiovisuel N° 109 : Le Réel A L' Epreuve Des Ecrans 
2612,2582,Matériel & accessoires,2060,Articles soins,0.7612401625986347,high_confidence,Ganghengyu Électronique Led Numérique Horloge En Bois Téléphone Mobile Station De Charge Sans Fil Multi-Fonction Accueil Bureau R ? Réchauffement: L&#39;horloge du chargeur sans fil du téléphone sans ...
2617,1560,Photos,2582,Matériel & accessoires,0.8860023645772377,high_confidence,4 Pièces New Cartoon Aimant Pour Réfrigérateur Congélateur Mur Aimants Mignon D 4 pièces New Cartoon Aimant Pour Réfrigérateur Congélateur Mur Aimants Mignon D Fonction: Type de produit: Aimant magnet...
2618,40,DVD & Films,1281,Téléphonie fixe,0.5288017335406522,high_confidence,Snipers - Jeu En Ligne Uniquement <strong>Jeu online uniquement.<strong>
2620,40,DVD & Films,10,Livres,0.3901769716529547,low_confidence,Civilization 3 :Play The World 
2622,10,Livres,2705,Accessoires console,0.45975023565663425,low_confidence,Moi Entrepreneur ? Pourquoi Pas ! 
2625,2582,Matériel & accessoires,1560,Photos,0.8715556687611538,high_confidence,Bijoux Bague En Verre Velours Afficher Organisateur Boîte Plateau Porte-Oreilles Boîte De Rangement Okadaopa 461 Bijoux Bague en verre de velours d&#39;affichage Organisateur Boîte Plateau Porte-oreil...
2628,1560,Photos,2582,Matériel & accessoires,0.7121066981764543,high_confidence,Girls Portable Zipper Sanitary Napkin Bag Waterproof Storage Bag Coin Pursehpp4592 Girls Portable Zipper Sanitary Napkin Bag Waterproof Storage Bag Coin Purse Description: 100% brand new and high qual...
2633,1280,Accessoires téléphones,1300,Jeux vidéo ancien,0.4776890713385326,low_confidence,Pour Dji Tello 3 En 1 Multi Smart Battery Charger Hub Batteries De Charge Pour DJI Tello 3 en 1 Hub Chargeur multi Smart Battery Batteries ChargingFeatures: femme de ménage de la batterie Tello est sp...
2640,1320,CD,10,Livres,0.20403622734459467,low_confidence,Gallia Galliagest 1er Âge 800g 
2648,50,Jouets & Jeux,2462,Fournitures bureau,0.8316601322963797,high_confidence,Disque Dur Externe Seagate 4 To - Compatible Xbox One - Pc 
2657,2585,Sports & Loisirs,2060,Articles soins,0.8523739509600596,high_confidence,Décorations 20pcs Miniature Coccinella septempunctata Résine Artisanat Bricolage Little Garden Décor 20pcs Miniature Décorations Coccinella septempunctata Résine Artisanat bricolage Little Garden Déco...
2662,2585,Sports & Loisirs,1320,CD,0.6702393957988584,high_confidence,Retour Siège bébé Miroir large Convex Incassable en verre et entièrement assemblé Retour Siège bébé Miroir large Convex Incassable en verre et entièrement assemblé Caractéristiques: miroir de voiture ...
2668,10,Livres,2280,Jeux vidéo,0.639202560000539,high_confidence,Revue De L'enseignement Philosophique 31e Annee N° 2 Dec.-Jan. 1980-1981 J.L. Chrétien Un avant-projet intéressant. M. fabre Sur la topologie de Kafka: I. 'Le Terrier' II. 'La Métamorphose'...
2674,2060,Articles soins,2582,Matériel & accessoires,0.9747110805665321,high_confidence,Led Capteur De Mouvement Solaire Cob Lumière Extérieure Jardin Chemin Rue Walllamp Étanche LED solaire COB Détecteur de mouvement extérieur Garden Path Wall Street Lamp Point de vente de produit imper...
2675,1281,Téléphonie fixe,1302,Jeux vidéo rétro,0.9599370988876436,high_confidence,Docteur Maboul La Reine Des Neiges 
2688,1320,CD,10,Livres,0.24514792139364391,low_confidence,Toise Ma Première Toise. 
2690,2060,Articles soins,2585,Sports & Loisirs,0.3519764698383388,low_confidence,Bricolage Plastique Chemin Maker Mold Manuellement Pavage / Ciment Brique Les Moules En Pierre Route Outils Auxiliaires-Jun chemin Maker Constructions de jardin<br />Description <br />Matériel: Ppresi...
2691,2403,Livres en langues étrangères,10,Livres,0.1954327862554269,low_confidence,Observations Des Faits Géographique Au Cm Mdi  - Tomes 1 Et 2 <br>Matrice  de cartes et graphiques pour la géographie en C.M. à l'alcool.
2706,1320,CD,2060,Articles soins,0.9846756889274858,high_confidence,Dinosaures 3d Night Light Table Lampe De Bureau 7 Couleurs 3d Lumières Illusion Optique Dinosaures 3D Night Light Table lampe de bureau 7 couleurs 3D Lumières Illusion optique Caractéristique: Touch C...
2708,1280,Accessoires téléphones,1140,TV,0.9498527008504136,high_confidence,Mcfarlane's Spawn - Série 17 (Spawn Classic) - Spawn V 
2712,1920,Musique amplifiée,2060,Articles soins,0.6411332450149193,high_confidence,1pcs Papillon 100x200cm Rideaux Voilage Pour Porte Fenêtre Rideaux Voilage À Oeillet Rideaux À Oeillet Pour Chambre Salon [Cafe] Matériau respectueux de l&#39;environnement avec des embarcations fines...
2714,1320,CD,2060,Articles soins,0.745460459215719,high_confidence,Brilliant - 92762/06 - Lampe De Bureau Jan - Moderne - 40 W - E27 - 230 V - Noir <br>Lampe de bureau composée d'une base en métal laqué noir d'un diffuseur en métal laqué noir et d'une tige fixe en mé...
2716,2583,Articles sport,10,Livres,0.38779016666247246,low_confidence,Bouée flamant rose - OOGARDEN Bouée Flamant roseRobuste et décoratifConfortableDiamètre 100cm Hauteur 115cm
2719,2060,Articles soins,2582,Matériel & accessoires,0.7770959239912885,high_confidence,Decoration De Noel Christmas Snowflake Cup Coaster Cushion Placemat Pad Decorations Home Coaster Dm Christmas Snowflake Cup Coaster Cushion Placemat Pad Decorations Home Coaster Features:100%brand new...
2720,2060,Articles soins,1560,Photos,0.9405253121410496,high_confidence,Siège De Toilette Couverture Lifter Poignée Évitez De Toucher Propre Et Hygiénique Siège de toilette Couverture Lifter Poignée Évitez de toucher propre et hygiénique Caractéristiques: 100% tout neuf e...
2724,40,DVD & Films,50,Jouets & Jeux,0.39402928583080454,low_confidence,Remington Bird Hunt Pour Wii + Fusil Noir 
2745,1281,Téléphonie fixe,10,Livres,0.2811968352678399,low_confidence,Routes Du Monde  Ref G 904 De Grimaud  ROUTES DU MONDE  REF G 904 DE GRIMAUD  
2756,1280,Accessoires téléphones,1281,Téléphonie fixe,0.8934919146813959,high_confidence,Bel Arc En Ciel Nuage Slime Eau Slime Relief Enfants Kid Jouet Drôle Cadeau C Bel arc en ciel Nuage Slime eau Slime Relief enfants Kid Jouet drôle cadeau C Caractéristiques: Fabriqué avec des matières...
2768,1302,Jeux vidéo rétro,1280,Accessoires téléphones,0.30848240548139316,low_confidence,Fun Express Mermaid Bouncing Balls - 12 Piece Pack Life Under The Sea. You can only find beauties like the Mermaid Bounce Balls in the deep blue sea. They make great party favors raffle prizes and giv...
2780,2060,Articles soins,2582,Matériel & accessoires,0.6502511550501597,high_confidence,Porte Parapluie En Fer Forgé Marron Patiné 51x33 Cm Aligatore Porte parapluie en fer forgé marron patiné.Dimension : hauteur 51 cm x largeur 33 cm.Poids : 4 kg
2782,1302,Jeux vidéo rétro,1280,Accessoires téléphones,0.8403666182526351,high_confidence,Squishies Adorable Mignon Bébé De Tigre Remède Contre Le Stress Parfumé Super Slow Rising Toy Squishies adorable mignon bébé de tigre remède contre le stress Parfumées Super Slow Rising Description de...
2785,1280,Accessoires téléphones,1281,Téléphonie fixe,0.9209138129745195,high_confidence,01:20 2.4ghz 2rm Radio Remote Control Off Road Rc Rtr Voiture De Course De Camion Gn J333 01:20 2.4GHZ 2RM Radio Remote Control Off Road RC RTR Truck Racing Car Racing Description de la série cadeau p...
2787,10,Livres,2280,Jeux vidéo,0.34437180942676743,low_confidence,Histoire Des Relations Internationales. Viii. Les Crises Du Xxe Siècle. Ii. De 1929 À 1945 
2802,2705,Accessoires console,10,Livres,0.31644793668680277,low_confidence,Le Loup Des Mers 
2805,1160,Électroménager,10,Livres,0.29397886284322183,low_confidence,Power Level Française N° 511 
2808,2403,Livres en langues étrangères,10,Livres,0.5769930839719237,high_confidence,Les Fleurs Du Mal De Baudelaire - Texte Et Commentaire 
2811,2060,Articles soins,2585,Sports & Loisirs,0.34739834264271835,low_confidence,Attrape-Rêves Multicolore Rasta Reggae Jamaïque - Idéal Rétroviseur ! <p><strong>Attrape rêve</strong> indien aussi appelé <strong>capteur de rêves</strong> aux couleurs &#34;<strong>rasta</strong>&#3...
2812,1920,Musique amplifiée,1320,CD,0.9358957494189517,high_confidence,Grossesse Oreiller Maternité Ventre Galbée Corps Forme Lune Supplémentaire Enceinte@Pao3876 Grossesse oreiller maternité ventre galbée Lune corps Forme vente supplémentaire Produit est enceinte pointT...
2816,60,Consoles,2462,Fournitures bureau,0.7701956481012251,high_confidence,Console Xbox 360 Slim 500 Gb - Schwarz [Import Allemand] 
2825,10,Livres,2403,Livres en langues étrangères,0.3135123231779046,low_confidence,Le Larousse Du Scrabble LAROUSSE DU SCRABBLE
2827,1320,CD,1560,Photos,0.44716677627788715,low_confidence,Pj Masks Table + 2 Tabourets PJ MASKS Table &#43; 2 Tabourets<br />Cijep-Fun House-Pjmasks table &#43;2 tabourets. Dimensions table L 50 x P50 x H 40 cm. Tabouret : L 25 x P 25 x H 25 cm- Mixte- a par...
2828,2060,Articles soins,1560,Photos,0.8821623293176866,high_confidence,Plante Tropicale Feuilles Motif Ronde Flanelle Salle De Bain Cuisine Tapis 80cm Cfpj324 Plante Tropical feuilles ronde Motif flanelle de bain Cuisine Tapis 80cm Caractéristiques: - La face avant est f...
2829,1320,CD,10,Livres,0.31200484818462126,low_confidence,Mucca Activity Con Carillon Per Lettini Da Viaggio 168907 
2830,2060,Articles soins,10,Livres,0.2034214565241426,low_confidence,Inside 3 - Cube Serie Phantom - Mean Orange https://www.pro-bems.com/IMAGES/images_1/FIGJJCT0000117/m/FIGJJCT0000117_5.jpg
2833,10,Livres,2705,Accessoires console,0.3742352877062965,low_confidence,Réussir Un Entretien D'embauche 
2841,2585,Sports & Loisirs,1302,Jeux vidéo rétro,0.22584273353423293,low_confidence,Bac à sable Couverture avec cordon de serrage étanche protection anti-poussière vert Lujuik Bac à sable Couverture avec cordon de serrage protection étanche anti-poussière Vert Caractéristiques Largem...
2844,1302,Jeux vidéo rétro,1320,CD,0.5694308028128993,high_confidence,Bouée Gonflable Bébé Enfant Anneau De Natation Siège Sécurité Forme Véhicule Jouet Emballage inclus: <br />1 x anneau de natation(sans pomme a air) <br /> <br />Spécification : <br />Matériel: plastiq...
2849,1560,Photos,1920,Musique amplifiée,0.45031908357085787,low_confidence,2pc Mousse Isolante Doublé Lourd Épais Blackout Grommet Fenêtre Panneaux De Rideaux 2PC mousse isolante Bordée Panneaux lourds épais Blackout Grommet Rideau de fenêtre; Fonction: 100% tout neuf et hau...
2855,1300,Jeux vidéo ancien,2585,Sports & Loisirs,0.4806700503277401,low_confidence,040392 Set 2 Hélices + Écrous Pour Bateau Jamara Swordfish Venezia Shen Qi Wei-Jamara <p><strong>KIT DE 2 HELICES DROITE ET GAUCHE AVEC BAGUES DE FIXATION</strong></p> <p>Diamètre <strong>hélices</str...
2867,2280,Jeux vidéo,10,Livres,0.43708488032025217,low_confidence,Opéra International N° 166 : Saint François À La Bastille - Antonio Pappano - Divi Centenaires - Hercules De Haendel 
2869,10,Livres,2705,Accessoires console,0.8603928321357004,high_confidence,L'amour Est Au Bout Du Voyage. 
2871,1940,Instrument musique,2403,Livres en langues étrangères,0.8933478955895151,high_confidence,Lot De 2 Sachets De Pipas Salées Facundo De 200gr 
2872,2522,Équipement bébé,2585,Sports & Loisirs,0.9662003582846839,high_confidence,Ks Tools 300.0542pied À Coulisse D&#39;Atelier Sans Points 0-250mm Quantité : 1 Modèle : 300.0542 Référence fabricant : 300.0542 Type : Outils et accessoires Fabricant : KS Tools
2874,2403,Livres en langues étrangères,2280,Jeux vidéo,0.37996668911351933,low_confidence,Closer N°657 Laeticia Hallyday & Estelle Lefébure France Gall (Adieu) (Hommages) Brigitte Macron James Franco Princesse Charlotte Raphael Hamburger Emmanuel Macron 
2876,2583,Articles sport,2585,Sports & Loisirs,0.681820120651287,high_confidence,KÄRCHER Vario Power 360° pour K5-K7 La lance Vario Power 360° est idéale pour obtenir un nettoyage efficace a haute pression dans les moindres recoins - et sans éclaboussures grâce a sa tete orientabl...
2883,40,DVD & Films,2462,Fournitures bureau,0.504477595804735,high_confidence,Jeu Gameboy : Alleyway (Loose) 
2889,2403,Livres en langues étrangères,1281,Téléphonie fixe,0.5264695137450912,high_confidence,Petite Section De Maternelle - Apprends-Moi Le Monde (Nathan) 
2900,1140,TV,2403,Livres en langues étrangères,0.9255014008990045,high_confidence,Tintin - Lot De Collection 71 Voitures 
2904,1302,Jeux vidéo rétro,1320,CD,0.3031347466045916,low_confidence,Vtech Baby Magi Cabane Interactive Une super cabane interactive pour faire plein de découvertes et jouer à cache-cache.<br />  <br /> Bébé peut jouer à l'intérieur et à l'extérieur de la cabane grâce ...
2907,2403,Livres en langues étrangères,2280,Jeux vidéo,0.5339064883802247,high_confidence,Coeurs Vaillants 30/03/1952 N° 17: L&#39; Ombre De L&#39; Idole 
2912,2280,Jeux vidéo,1320,CD,0.6834259366748165,high_confidence,Ric Hochet La Collection 75 - Code Pour L'au-Delà 
2915,1560,Photos,2403,Livres en langues étrangères,0.4893480112484941,low_confidence,Bulk Hardware Bh01162 Lot De 4 Supports D'angle En Forme De Pyramide Plaqué Zinc 
2921,1281,Téléphonie fixe,1280,Accessoires téléphones,0.5688888383225993,high_confidence,5pcs Mignon Marionnettes Cartoon Animaux Pour Les Enfants De Bébé Enfants Cadeaux De Noël 5PCS Marionnettes Mignon main animaux Cartoon enfants Enfants Cadeaux de Noël Caractéristiques: Couleur: Comme...
2922,2522,Équipement bébé,2403,Livres en langues étrangères,0.7226264070289584,high_confidence,Lot De 5 Colles Stick Office Depot 
2924,1280,Accessoires téléphones,1300,Jeux vidéo ancien,0.7330560265711842,high_confidence,Modèle De Voiture 2pcs Voiture Des Pneus En Caoutchouc Roue 75mm Pneu Pour 01h16 Rc Rock Crawler Buggy Car Truck 2PCS des pneus de voiture Roue en caoutchouc 75mm pneu pour 01h16 RC Rock Crawler Buggy...
2952,2582,Matériel & accessoires,2583,Articles sport,0.703130971193757,high_confidence,Cascade D'eau En Pierre Pour Intérieur Ou Extérieur Cascade d'eau zen pour l'intérieur ou l'extérieur
2957,1280,Accessoires téléphones,1281,Téléphonie fixe,0.8482884399025916,high_confidence,Nostalgique Fer Blanc Clockwork Chaîne Jouet Photographie Prop Astronaute Robot Ms476 Nostalgique fer blanc Clockwork chaîne Jouet Photographie Prop astronaute Robot MS476 Description: jouets en fer b...
2970,1280,Accessoires téléphones,40,DVD & Films,0.45767944049580167,low_confidence,Toupie Gyro De Combat Métal Fusion Rapidité En Plastique De Haute Qualité - Vol.11 Vice Léopard .12l.Ds B-118 Magideal <p><b>La description:</b></p><br /><p> 100% neuf et de haute qualité <br /> Cet a...
2971,1280,Accessoires téléphones,1281,Téléphonie fixe,0.6837054139863764,high_confidence,Éducation Simulé Dragon Sous-Modèle Enfants Enfants Modèle Dinosaur Toy Éducation Simulé adjoint du Dragon Modèle Enfants Enfants Modèle Dinosaur Toy Feature: 100% qualité de la marque nouvelle et hau...
2974,1920,Musique amplifiée,1560,Photos,0.381571698637917,low_confidence,Housse De Chaise Extensible Élastique Moderne Protection Couleur Unie Pour Salle À Manger Cuisine Mariage Banquet Hôtel Prendre la mesure de votre chaise svp avant achat. Grande compatibilité. Voir ph...
2977,2522,Équipement bébé,1281,Téléphonie fixe,0.5853918980725876,high_confidence,Trendus Jeff Easley Card Album Portfolio Golden Hair Classeur A4 180 Cartes 3138 Album de rangement rigide modèle : Golden Hair.Permet de ranger 90 cartes grâce à 10 pages de 9 pochettes comprises dan...
2981,2583,Articles sport,10,Livres,0.18199576523805908,low_confidence,Stand Up Paddle gonflable R1 - Zray Stand up paddle R1 de Zray idéal pour ceux recherchant la vitesse sur une planche.
2984,1302,Jeux vidéo rétro,10,Livres,0.14935112744363283,low_confidence,Roulotte En Bois Western 
2993,1300,Jeux vidéo ancien,1280,Accessoires téléphones,0.685849892829576,high_confidence,10 Pcs Cw + 10pcs Ccw Hélice Blades Hélices Pour Hubsan H501s X4 H501c Drone 1794-Générique 10 pcs CW &#43; 10pcs CCW Hélice Blades Hélices Pour HUBSAN H501S X4 H501C Caractéristiques: - Article: CW h...
3004,2280,Jeux vidéo,10,Livres,0.41318296360328266,low_confidence,Vi Marine Et Navigation 4 Dispositif Automatique De Commande Des Plans Stabilisateurs Et Des Gouvernails De Profondeur Pour Machines Volantes 1re Addition Au Brevet D'invention N° ... 
3016,1300,Jeux vidéo ancien,1280,Accessoires téléphones,0.500668058533926,high_confidence,Smrc Icat2 Drone Gps 5g Wifi Transmission D'image 1080p Hd Ajustement Electrique Came Brushless Rc Quadricoptere Gris+1 Batterie 
3024,1281,Téléphonie fixe,1180,Décoration,0.3827335048282266,low_confidence,Boîte De La Chenille Perles À Enfiler La boîte de la chenille renferme non seulement de merveilleuses boules en bois dans 3 couleurs primaires et 6 couleurs mélangées elle héberge aussi la petite chen...
3028,1280,Accessoires téléphones,2280,Jeux vidéo,0.15651260038739934,low_confidence,Orgue 24 Touches Lumineux 
3033,1920,Musique amplifiée,2060,Articles soins,0.8570057528445542,high_confidence,3pcs Non-Slip De Bain Tapis De Bain Cuisine Paillassons Décor Tapis Okadaopa 1540 3pcs non-Slip poisson Échelle Tapis de bain Tapis de bain Cuisine paillassons Décor point de vente du produit: Lavage ...
3034,1560,Photos,1920,Musique amplifiée,0.9499638550973774,high_confidence,Feuille Linen Coussin Coussin Case Canapé Home Décor Feuille Linen Coussin Coussin Case Canapé Home Décor Caractéristiques: Parfait pour place sur le canapé un café une bibliothèque un magasin de livr...
3042,2583,Articles sport,2585,Sports & Loisirs,0.19234901799578638,low_confidence,Cristaux pour spa senteur Eucalyptus 385 g PharmaSpa PharmaSpa propose une ligne unique des senteurs pour la relaxation et le bien-être. Présentés sous formes liquides ou en sels ces parfums procurent...
3045,2585,Sports & Loisirs,1320,CD,0.5869377674506554,high_confidence,NETTOYANT GS27 PROTECTEUR TOUTES SURFACES 300 ML NETTOYANT GS27 PROTECTEUR TOUTES SURFACES 300 ML
