sample_id,true_label,true_class_name,predicted_label,predicted_class_name,confidence,correct,text_sample
4268,10,Livres,10,Livres,0.5804635029226312,True,Christof E: Bildungsprozessen Auf Der Spur 
4269,2522,Équipement bébé,1280,Accessoires téléphones,0.363089637651431,False,Folia Set De Bricolage Monster Friends Batty Batty
4270,1280,Accessoires téléphones,1281,Téléphonie fixe,0.6738669457613605,False,3d Puzzle Diamant Speed ??Cube Creative Education Toys Charme De La Géométrie Pyramide De5890 3D Puz...
4271,2583,Articles sport,2583,Articles sport,0.9830402918169717,True,Anti-phosphates piscine HTH 1 litre Descriptif de HTH Anti-phosphates élimination phosphates piscine...
4272,1281,Téléphonie fixe,1280,Accessoires téléphones,0.3593319040376527,False,La Grande Loterie Des Vaches La grande loterie des vaches <br /> <br /> Le premier qui assemble sa v...
4273,2403,Livres en langues étrangères,2403,Livres en langues étrangères,0.8734044897746811,True,Articles Presse Dominique A 
4274,2583,Articles sport,2583,Articles sport,0.9999936495820783,True,Boîte de connexion pour piscine cofies hayward - sable Choisissez un équipement de qualité pour votr...
4275,1280,Accessoires téléphones,1280,Accessoires téléphones,0.6739925809739759,True,Lego 41593 - Disney - Captain Jack Sparrow Les figurines à construire LEGO® BrickHeadz t'apportent u...
4276,2522,Équipement bébé,2522,Équipement bébé,0.993991539726268,True,Trodat Lot De 5 Cassettes Encreur De Rechange Pour Tampon 6/4750/2 Bicolore Bleu - Rouge K7 encreur ...
4277,2280,Jeux vidéo,2280,Jeux vidéo,0.951109836240866,True,Declic Photo Magazine N° 12 Du 12/08/2005 - Numerique - Un Festival De Nouveautes - Les Bonnes Affai...
4278,2583,Articles sport,2583,Articles sport,0.6806857674079501,True,Piscine Cleaner Portable Piscine Fountain Aspirateur Brosse outil de nettoyage BT036 Piscine Cleaner...
4279,1320,CD,10,Livres,0.3424578407782,False,Geuther Stuhl Bambino Weiss/Natur Artnr. 2450wena Geuther Stuhl Bambino Weiss/Natur Artnr. 2450WENA
4280,2280,Jeux vidéo,2280,Jeux vidéo,0.9755272127259387,True,Nouveaute Mode Pratique N° 42 Du 15/10/1939 - Patron Gratuit 
4281,50,Jouets & Jeux,50,Jouets & Jeux,0.8484558815575204,True,Skin Sticker Xbox 360 Slim Stickerbomb + 2 Manettes Autocollant Skin Sticker XBox 360 Slim Stickerbo...
4282,2522,Équipement bébé,2522,Équipement bébé,0.9971569128991478,True,Gpv Boite De 250 Pochettes Cadeau À Soufflet Vertes 310x490 60 G/M² Boîte 250 sac à soufflet Sans go...
4283,2582,Matériel & accessoires,1302,Jeux vidéo rétro,0.2354362243002456,False,Pliant En Silicone Seau Extérieur Pliable Baril Pêche Pliable Pail Stockage@Hpp3213 Pliante Bucket s...
4284,2583,Articles sport,2582,Matériel & accessoires,0.5632355817577633,False,Contour de spa en polyrotin noir | Noir Cet élégant contour de spa en polyrotin est un accessoire po...
4285,2522,Équipement bébé,2522,Équipement bébé,0.9813604699311671,True,Enveloppe Carton B-Box 6 Marron Format 292x374 Mm - Lot De 5 Pochette en carton plat qualité 450 g/m...
4286,1920,Musique amplifiée,1920,Musique amplifiée,0.9954022419759203,True,Pâques Canapé-Lit Accueil Décoration Coussin Festival De Taie D'oreiller Couverture Suan4124 Pâques ...
4287,1560,Photos,1560,Photos,0.5602732162497456,True,Gubi Chaise 3d Dining Chair Base Luge Noire (Noyer Américain - Bois Et Acier) L&#39;un des produits ...
4288,1920,Musique amplifiée,1920,Musique amplifiée,0.9452555418973002,True,Diy Two Tone Glitter Paillettes Coussins Housse De Coussin Décoratif DIY Two Tone Glitter Paillettes...
4289,2280,Jeux vidéo,2280,Jeux vidéo,0.8575890532988185,True,Science Illustree (La) N° 381 Du 16/03/1895 - Dieudonne   -   Les Matelas Et Les Sieges Pneumatiques...
4290,10,Livres,10,Livres,0.22903886163332746,True,La Tragédie Du Liberty Ship 
4291,10,Livres,10,Livres,0.5378472504722098,True,Explication Des Livres Des Reis Et Des Paralipomnes: Ou Selon La Methode Des Saints Peres On S'atach...
4292,1302,Jeux vidéo rétro,1302,Jeux vidéo rétro,0.981151868141137,True,Remplacement En Cuir Du Bracelet Montre Bracelet + Film Pour Samsung Gear Fit2 Sm-R360 Bw Stream Rem...
4293,2280,Jeux vidéo,2280,Jeux vidéo,0.9323369975636218,True,Chemins De Fer N° 339 Du 01/06/1979 - Le Lutetia - Le Service Voyageurs Grandes Lignes De La Sncf En...
4294,1320,CD,1320,CD,0.971671262960213,True,Poussette Avec Look Sportif + Accessoires & Cadre En Aluminium Et Roues En Mousse Bébé Enfant Gtr | ...
4295,40,DVD & Films,40,DVD & Films,0.9717879720204174,True,Saiyuki Reload Version Jap 
4296,1302,Jeux vidéo rétro,1302,Jeux vidéo rétro,0.9693798529753039,True,Protection Poignet Gauche Support Réglable Wristband Brassards Sports De Plein Air Band Stream Poign...
4297,2403,Livres en langues étrangères,1281,Téléphonie fixe,0.3981412168209215,False,Grottes De Han S.A. La Plus Ancienne Société Anonyme De Tourisme En Belgique A 100 Ans. 
4298,2583,Articles sport,2583,Articles sport,0.9994435891196638,True,Pompe à chaleur de piscine 30 m3 réversible R410 <p>permet de chauffer ou refroidir l&#39;eau</p><br...
4299,40,DVD & Films,10,Livres,0.24213235550950313,False,Guerilla Jagged Alliance 2 
4300,1281,Téléphonie fixe,1140,TV,0.5244410939926025,False,Third Collection Of Chinese Characters Saying Carta Round (Japan Import) 
4301,2583,Articles sport,2583,Articles sport,0.999865048111296,True,Rustine de réparation pour gonflables intex Détente et amusement garantis ! Matériel de détente pour...
4302,50,Jouets & Jeux,50,Jouets & Jeux,0.7842068520393015,True,Skylanders Trophee Kaos Superchargers 
4303,2585,Sports & Loisirs,2585,Sports & Loisirs,0.94627211683789,True,63mm 4-couche métallique Herb & Spice Mills aluminium AlloyTobacco moulins à épices Râpe 63mm 4-couc...
4304,2462,Fournitures bureau,2462,Fournitures bureau,0.9993485503983826,True,Ps2 Slim Et Jeux 
4305,1920,Musique amplifiée,1920,Musique amplifiée,0.9940410761260492,True,Feuille D'or D'impression Taie Sofa Taille Coussin Throw Cover Home Decor A Kap5798 Impression feuil...
4306,1160,Électroménager,1160,Électroménager,0.9850064726405346,True,Foil - Drone De Récupération - La Bataille De Zendikar - 65/274  
4307,1301,Consoles rétro,1301,Consoles rétro,0.9960797624841897,True,Boite de 12 craies - Couleur verte La craie est l¿accessoire indispensable à vos parties de billard....
4308,2583,Articles sport,2583,Articles sport,0.5825097318011558,True,Nettoyant abris de piscines et vérandas 370 L - Starbrite Nettoyant abris de piscines et vérandas 37...
4309,2583,Articles sport,2583,Articles sport,0.9989133362789522,True,Piscine acier aspect pierre Córcega ronde 370 x 132 m - Gré Kit piscine en acier ronde hors-sol aspe...
4310,2583,Articles sport,2583,Articles sport,0.9977843381377672,True,Piscine Rectangular Frame 220 x 150 x 60 cm 28270NP <p>Avec cette piscine Rectangular Frame 28270NP ...
4311,1920,Musique amplifiée,1920,Musique amplifiée,0.9843616714269634,True,La Vie Marine Mer De Corail Tortue Seahorse Baleine Coussin Octopus Taie D'oreiller Couverture Pillo...
4312,2585,Sports & Loisirs,2585,Sports & Loisirs,0.8516906920501153,True,Cage à oiseaux Catcher semences Graines Garde Parrot Mesh Net Cover Shell Stretchy Cage à oiseaux Ca...
4313,1280,Accessoires téléphones,1302,Jeux vidéo rétro,0.5639666975864804,False,Coloré Super Crème Glacée Décompression Jouets Vent Peut-Être Un Beau Cadeau Coloré super crème glac...
4314,1300,Jeux vidéo ancien,1300,Jeux vidéo ancien,0.9111898004993366,True,Sac De Transport Abs Rigide Noir Pour Sac À Dos Pour Quadcoptère Hubsan H501s-Générique Sac dur noir...
4315,2462,Fournitures bureau,2403,Livres en langues étrangères,0.9622520070109164,False,Lot Bande Dessinée / 8 Exemplaires - Emballé 
4316,2583,Articles sport,2583,Articles sport,0.9939370158207276,True,wa conception - coffret electrique pour filtration cpfdett wa conception wa conception - coffret ele...
4317,2522,Équipement bébé,2522,Équipement bébé,0.9989993892295392,True,Uni-Ball Lot De 12 Stylos Roller Eye Fine (Ub-157) Couleur:Rouge Foncé uni-ball stylo roller eye fin...
4318,1560,Photos,1560,Photos,0.9644461046071272,True,Memorydeluxe Matelas Mémoire De Forme - Hauteur 21 Cm - Soutien Très Ferme - Orthopédique - 160x200 ...
4319,2905,Instruments musique,2905,Instruments musique,0.9999999950681693,True,Watch Dogs  2 Supreme Pack (Extension Dlc) <div> <p> <strong>NOTE :</strong> Nécessite le jeu origin...
4320,2583,Articles sport,2583,Articles sport,0.9615407159106412,True,Aquachek Bleu - 25 Bandelettes Les 25 bandelettes d&#39;Aquachek bleu vous permettent d&#39;analyser...
4321,1301,Consoles rétro,1301,Consoles rétro,0.9999688838981345,True,Nouveau-né Bébé Filles Garçons Noël Bonhomme de neige moyen chaussettes antidérapantes chaussettes S...
4322,2583,Articles sport,2583,Articles sport,0.9966013951617361,True,Kit piscine acier et résine Gré Fusion ronde 480 x 135 m + Kit d'entretien La piscine hors-sol Fusio...
4323,40,DVD & Films,40,DVD & Films,0.5915950772186025,True,Just Dance 2016 Wii 
4324,2582,Matériel & accessoires,2582,Matériel & accessoires,0.9682567199807842,True,Housse Transparente Barbecue 130x70x80 Cm Housse de protection pour votre barbecue de jardin ou terr...
4325,1320,CD,1320,CD,0.9926979908255351,True,Bavoir Bébé Imprimé Drapeau Lebanon Blanc 
4326,2585,Sports & Loisirs,1302,Jeux vidéo rétro,0.8768988204785769,False,Lampe Frontale Torche A LED 3000 Lumens <br /> <br /> Il s'agit d'une nouvelle 3000 Lumen XM-L XML T...
4327,1300,Jeux vidéo ancien,1300,Jeux vidéo ancien,0.9682617823692556,True,Jjrcx6 De Stabilisation Anti-Gigue Ptz Hd Aérienne Rc Quadcopter Brushless Drone@Pao5327-Générique J...
4328,2582,Matériel & accessoires,2582,Matériel & accessoires,0.9661837748642672,True,Metal Die Cutting Dies Stencil For Diy Scrapbooking Album Paper Card Decor Crafthpp2222 Metal Die Cu...
4329,10,Livres,2705,Accessoires console,0.4916633505940751,False,Les Châteaux De La Route Jacques Coeur. 
4330,1160,Électroménager,1160,Électroménager,0.9999233981646669,True,Yu-Gi-Oh! - Rira-Fr058 - Perfection Sans Défaut Du Tenyi - Rare 
4331,2522,Équipement bébé,2522,Équipement bébé,0.9945615350687808,True,Porte-Stylo Magenta 96 Emplacements Crayon Couleur Pu Cas De Dessin En Cuir Croquis Aquarelle Crayon...
4332,40,DVD & Films,1140,TV,0.30456646809558735,False,Htc One M9 Verre Trempã© 0.33mm 2.5d 
4333,1160,Électroménager,1160,Électroménager,0.9977002935753018,True,Yanma Holo - Forces Cachées - 50/115 
4334,1320,CD,40,DVD & Films,0.45928323895011414,False,Rotho Waschtücher 3er Pack Modernblue Rotho Waschtücher 3er Pack Modernblue
4335,1560,Photos,1560,Photos,0.9752321741715144,True,Matelas Tissu Ignifuge 120x200 + Sommier Démonté + Pieds Offerts - Hauteur 20 Cm - Confort Ferme - M...
4336,1140,TV,10,Livres,0.47574395285999904,False,Keep Calm - Porte-Cles Metal - Glitter Pink 
4337,2582,Matériel & accessoires,2582,Matériel & accessoires,0.978076445908705,True,Haie Végétale Artificielle Ultra 126 Brins - 60 M Multicolore H 1 M <strong>Haie végétale artificiel...
4338,1300,Jeux vidéo ancien,1300,Jeux vidéo ancien,0.9897935930951993,True,Truescale Miniatures - 1/43 - Mc-Laren Mp4-12c Gt3 - 24h De Spa 2014 - Tsm154334-Truescale Miniature...
4339,2403,Livres en langues étrangères,2403,Livres en langues étrangères,0.9486549848177069,True,Marvel Universe (Panini France) : Lot De 2 Numéros : N°18 (Décembre 2009) Et N°20 (Avril 2010) .  
4340,2280,Jeux vidéo,2280,Jeux vidéo,0.7940742119596204,True,Photo Magazine  N° 336 : Janvier 1997 
4341,2280,Jeux vidéo,2280,Jeux vidéo,0.9852780144107601,True,Recherche (La) N° 230 Du 01/03/1991 - Le Comited'ethique - L'echinococcose - Le Repliement Des Prote...
4342,1560,Photos,2522,Équipement bébé,0.9824188330330057,False,Oxford 400077100 - Pack De 5 Europeanbook-1 Spirale Couverture Extra Rigide A4/210 X 297 Mm Couleur ...
4343,1281,Téléphonie fixe,1281,Téléphonie fixe,0.8236829481041773,True, Scowl - Survivant Rare - Zombicide Black Plague  1 figurine exclusive de Scowl pour le jeu zombicid...
4344,1920,Musique amplifiée,1920,Musique amplifiée,0.9753913142297089,True,Expression Vilaine Peau Douce Peach Coussin Taie D'oreiller 30x50cm Home Decor Suan27182 Expression ...
4345,10,Livres,10,Livres,0.9729815558588514,True,Nadau ! Nadau ! 
4346,2060,Articles soins,2060,Articles soins,0.9661974190960694,True,Artemide Lampe À Suspension Tagora Suspension 80 Avec Faisceau Lumineux 36° (Gris/Blanc 4000k Sans V...
4347,2583,Articles sport,2583,Articles sport,0.9997023766040363,True,2x Thermomètre de Piscine Flottant Natation Spas Temperature Motif Animaux MagiDeal <p><b>La descrip...
4348,10,Livres,10,Livres,0.35453395181971414,True,Warlord - La Furie Du Dieu-Machine 
4349,1160,Électroménager,1160,Électroménager,0.9984826873216023,True,Bt4-044 Ectoplasme Commune Foil 
4350,2522,Équipement bébé,2522,Équipement bébé,0.7040241999054857,True,Exacompta Corbeille À Courrier 100% Deco Rouge Carmin - Dimensions : L 255 X H 65 X P 347 Cm 
4351,1920,Musique amplifiée,1920,Musique amplifiée,0.9770333044046539,True,Décoration Du Foyer Coussin African Women Taie Throw Couvre-Oreillers Cc2688 Décoration du foyer Cou...
4352,1920,Musique amplifiée,1920,Musique amplifiée,0.9707408556553903,True,S4sassy Tribal Tie-Dye Housse De Coussin Carrie De Taie Doreiller De Jet Dicoratif 2 Pcs <p> *  tie-...
4353,1302,Jeux vidéo rétro,1302,Jeux vidéo rétro,0.9699495135765214,True,Finger Gripper Force Entraîneur Extérieur Slim Fitness Outils En Caoutchouc De Silicone Stream Finge...
4354,2462,Fournitures bureau,10,Livres,0.20414679254989596,False,Cdi 450 Tutorial Disc 
4355,1300,Jeux vidéo ancien,1300,Jeux vidéo ancien,0.9994305566040607,True,2pcs Moteur Brushless Pour Mjx B6 B6f B6fd B8 Bugs 6 Bugs 8 Drone Accessoires @Yeigen3828-Générique 
4356,2583,Articles sport,2583,Articles sport,0.9990071382262907,True,Pompe filtration STA-RITE Série 5P6R 15 cv tri - Eau douce Les principaux atouts de la Pompe filtrat...
4357,2582,Matériel & accessoires,2582,Matériel & accessoires,0.9446539953456528,True,Pocket Small Metal Alloy Beer Bottle Opener Tool Cartoon House Keyring Keychainhpp12108 Pocket Small...
4358,1160,Électroménager,1160,Électroménager,0.9978002678576484,True,Grenouille Licorne - Yu-Gi-Oh! - Lodt-Fr029 - C 
4359,1300,Jeux vidéo ancien,1300,Jeux vidéo ancien,0.9999966636887809,True,Maquette D'avion 4pcs Main Blades Propellers Spare Parts For Mjx B3 Bugs Rc Quadcopter Drone Scy8032...
4360,2403,Livres en langues étrangères,2403,Livres en langues étrangères,0.9434376490595066,True,Voici N°1276 Brad Pitt & Angelina Jolie M Pokora Karim Benzema & Ayem Eva Longoria & Eduardo Cruz Ta...
4361,1320,CD,1320,CD,0.9887743223695453,True,Lampe 3d Enfants Night 7 Led Couleurs Changeantes Décoration De Bureau Table D'éclairage Lampe LED l...
4362,1160,Électroménager,1160,Électroménager,0.9621535311694572,True,Yu-Gi-Oh! - Dragon Ultime Aux Yeux Bleus - Retro Pack - Promo - Rp01-Fr000 
4363,2583,Articles sport,2583,Articles sport,0.9873096153463652,True,Cartouches Filtrantes Crépine Pour Spa Piscine Pour MSPA FD2089 MagiDeal <p><b>La description:</b></...
4364,2403,Livres en langues étrangères,2280,Jeux vidéo,0.5815957116898275,False,Bricolons Juin 1952 N°58 
4365,1560,Photos,2060,Articles soins,0.7397267884484343,False,3pcs Motif Saint Valentin Antiderapant Abattant Couverture Tapis De Bain Set Décor Germenly 3PCS Mot...
4366,2583,Articles sport,2583,Articles sport,0.9993207039056629,True,Kit piscine acier aspect bois Gré Sicilia ronde 370 x 122 m + Bâche hiver + Bâche à bulles + Kit d'e...
4367,10,Livres,10,Livres,0.3240742835736054,True,Le Cordon Bleu Du Frigo 
4368,1140,TV,1140,TV,0.8187127906773223,True,"Figurine Géante Carton Anna ""© Reine Des Neiges"" Et Elsa 162 Cm "
4369,1320,CD,1320,CD,0.6143401580603894,True,Banz Mini Earmuffs Stars & Stripes Banz Mini Earmuffs atténuer efficacement les bruits forts nocifs ...
4370,1160,Électroménager,1160,Électroménager,0.9999416836159079,True,Carte Yu-Gi-Oh Mp16-Fr170 Contrat Des Ténèbres Avec La Sorcière carte YU-GI-OH MP16-FR170 Contrat de...
4371,2220,Puériculture,2403,Livres en langues étrangères,0.3792374793177298,False,Friandises Menthe 50 G - Lot De 5 Friandises menthe 50 g
4372,2583,Articles sport,2583,Articles sport,0.9999950841291677,True,Mousse robot dolphin 2001 x 2 La pièce détachée pour votre robot de piscine Dolphin 2001 se trouve c...
4373,1920,Musique amplifiée,2582,Matériel & accessoires,0.6206907016791449,False,81.5 * 225cm Jardin Patio Heater Cover Imperméable À L'eau Protecteur Couv-Dbt Caractéristiques: <br...
4374,2583,Articles sport,2583,Articles sport,0.9958207980615259,True,2x Grilles de Four Elément de Chauffage Inférieur pour Spas Chauffage Sauna 1500W+2000W MagiDeal <p>...
4375,1560,Photos,1560,Photos,0.9022842562617716,True,Table Basse Design Taupe Maite Dimensions : L 120 x P 60 x H 35 cm. Structure en MDF laqué high glos...
4376,1920,Musique amplifiée,1920,Musique amplifiée,0.9943020079988213,True,Coussin Géométrique Polyester Taie Couverture Carrée Taie Home Décor Cc2761 Coussin géométrique poly...
4377,10,Livres,10,Livres,0.3995474627982109,True,What Child Is This / Choral Score Ch?ur Mixte / SATTBB - William Hall gives you exactly what you exp...
4378,40,DVD & Films,40,DVD & Films,0.9910653717489023,True,Best Of Tivola : Das Goldene Amulett Des Pharao [Import Allemand] [Jeu Ds] <br>Attention !!! Ce prod...
4379,1920,Musique amplifiée,1920,Musique amplifiée,0.993278073630819,True,Imprimer Taie Polyester Canapé Coussin Car Cover Home Decor Pillow Case 16155 Imprimer Taie polyeste...
4380,2583,Articles sport,2583,Articles sport,0.9999635454066129,True,Linxor - Bâche à Bulle 300 microns Piscine 4m x 10m - Dimensions : 4 x 10 mètres<br/> - Epaisseur : ...
4381,1920,Musique amplifiée,2060,Articles soins,0.9609740598047001,False,Vogue Comfy Absorbent Douche De Femmes Microfibre Spa Enveloppement Bain Serviette Vogue Comfy Absor...
4382,1300,Jeux vidéo ancien,1280,Accessoires téléphones,0.6521262199920593,False,4 Pcs Acehe Mont De Protection Du Moteur De Base Kit De Réparation De Fissures Pour Dji Phantom3 Ano...
4383,2403,Livres en langues étrangères,2403,Livres en langues étrangères,0.9815356869429362,True,Lot 8 Livres Partitions Piano Collection Urtext Lemoine - Beethoven (Clair De Lune & Pathetique & So...
4384,1300,Jeux vidéo ancien,1300,Jeux vidéo ancien,0.8068889849262239,True,Lens Hood Sun Shade Gimbal Cover Camera Protector Guard For Dji Mavic 2 Pro/Zoomzen3374-Générique Le...
4385,1302,Jeux vidéo rétro,1302,Jeux vidéo rétro,0.9990951297496539,True,Coul Belle Mélange Nuage Slime Putty Parfumée Stress Enfants Clay Toy Coul Belle mélange Nuage Slime...
4386,2220,Puériculture,2220,Puériculture,0.9950762303802444,True,Laisse Oiseau De Pied Réglable Pour Oiseaux Perroquet Magideal <p><b>La description:</b></p><br /><p...
4387,2583,Articles sport,2583,Articles sport,0.9988382843202425,True,Kit piscine acier aspect bois Gré Sicilia ronde 480 x 122 m + Tapis de sol Faites de la place dans l...
4388,2280,Jeux vidéo,2280,Jeux vidéo,0.6654860057857932,True,La Science Et La Vie N° 272 
4389,1560,Photos,1560,Photos,0.6874056062276198,True,Porte-Manteaux Métal Et Bois Gris Porte-manteaux métal et bois grisIl fera bientôt partie intégrante...
4390,2403,Livres en langues étrangères,10,Livres,0.4913612857574763,False,Lot De 3 Livres : Calcul 1 Cours Moyen - Calcul 2 Cours Moyen - Calcul Livret Guide Cours Moyen. Cou...
4391,2585,Sports & Loisirs,2585,Sports & Loisirs,0.9429553402736378,True,Karcher  Tuyau 25mm longueur 25m Ce produit est habituellement livré en 15 jours ouvrables.   <stron...
4392,2220,Puériculture,2582,Matériel & accessoires,0.47619209128412165,False,Poulailler En Bois Sans Enclos Chicken Home Xxxl - Oogarden Chicken Home XXXL est un poulailler sans...
4393,1280,Accessoires téléphones,2522,Équipement bébé,0.44415967274361173,False,Lcd 8.5inch Écriture Pad Tablet Memo Accueil Forum De Dessin Pour Enfants Jo456 pad 8.5inch de écrit...
4394,1560,Photos,1560,Photos,0.9885043268591938,True,Matelas Tissu Ignifuge 80x190 + Sommier Démonté + Pieds + Oreiller Mémoire Offerts - Hauteur 20 Cm -...
4395,1160,Électroménager,1160,Électroménager,0.9869755007807129,True,Zorua 69/108 - Explorateurs Obscures 
4396,1280,Accessoires téléphones,2280,Jeux vidéo,0.2544267032834896,False,Hawker Sea Fury Fb.11 
4397,1560,Photos,2582,Matériel & accessoires,0.31823143535870396,False,Escam Wnk803 8ch 720p Sans Fil Aotetek Kit Caméra Extérieure Ip Wifi Ir Surveillanc 11b gn GeneralSp...
4398,1300,Jeux vidéo ancien,1300,Jeux vidéo ancien,0.9717609876935058,True,L6062 Wifi 720p Came Altitude De Réglage À Distance Tenir Le Mode Pliable Quadcopter De La Boutique ...
4399,1140,TV,1140,TV,0.5396115591532668,True,Statue Insection Transformers Bomb Shell Hard Hero Insection Transformers Bomb Shell- Année : 2003- ...
4400,60,Consoles,60,Consoles,0.9999735147425802,True,16 Bits Pxp3 Lecteur De Jeu Portable Console De Jeu Vidéo Avec Câble Av + 2 Cartes De Jeu Classique ...
4401,2582,Matériel & accessoires,1280,Accessoires téléphones,0.2772429158881383,False,50pc Laser Cut Hollow Out Candy Box Gnhpp337 50pcLaser Cut Hollow Out Candy Box DescriptionMaterial:...
4402,1160,Électroménager,1160,Électroménager,0.995846379634408,True,Leurreur Zhalfirin - Mtg - Horizons Du Modern - U - 39/254 
4403,1560,Photos,1560,Photos,0.4574130038855895,True,Set De 3 Malles Imprimé New-York Bryan - L. 55 / 47 / 39 Cm Le set de 3 malles BRYAN vous fait voyag...
4404,1320,CD,1320,CD,0.8847315677597611,True,Creative Accueil Couleur Rotating Air Humidifier Led Veilleuse Arrêt Automatique Bt1294 Creative Acc...
4405,1320,CD,1320,CD,0.9870487844039474,True,Bavoir Bébé Signe Astrologique Cercle Scorpion Blanc 
4406,1920,Musique amplifiée,1920,Musique amplifiée,0.9893376794395677,True,Cdaffaires Voilage À Oeillets 140 X 240 Cm Voile Imprime Transfert Domingo Blanc Voilage à oeillets ...
4407,2403,Livres en langues étrangères,2280,Jeux vidéo,0.3741915048309405,False,Placid Et Muzo 12 
4408,2583,Articles sport,1320,CD,0.20363529774128347,False,Paillasson 90 cm x 150 cm 
4409,2403,Livres en langues étrangères,2403,Livres en langues étrangères,0.9732298311588765,True,Lot Livres Taro Gomi : Tu Écoutes ? Je Tiens Bien Perdu! Et Livre Coloriage Hiver. 
4410,1320,CD,1320,CD,0.9100525931117207,True,Mustela Bebe Physiobébé (500 Ml) 
4411,1320,CD,1320,CD,0.9908201252347172,True,Bavoir Bébé Signe Astrologique Cancer Simple Bleu 
4412,2403,Livres en langues étrangères,2705,Accessoires console,0.46157548742320054,False,La Maison De Savoie En Pays De Vaud. Lausanne 
4413,2060,Articles soins,2060,Articles soins,0.9217827910483579,True,Vinyle Autocollant De Mur Stickers Home Decor Chambre Ramadan Kareem Ramadan Islam Vinyle autocollan...
4414,1300,Jeux vidéo ancien,1300,Jeux vidéo ancien,0.9974373630458877,True,Solido N 1529 Bmw Serie 3 Cabriolet-Solido 
4415,2403,Livres en langues étrangères,1281,Téléphonie fixe,0.5973457749961881,False,Dix Questions D'orthopédie Dento-Faciale 
4416,2583,Articles sport,2583,Articles sport,0.9992702060260827,True,Filtre Balls Filtre Bouilloire Filtre à Sable 25kg Sable de Piscine Sable de Quartz de Rechange Prod...
4417,2060,Articles soins,2060,Articles soins,0.8551415939985428,True,Sac À Bonbon Cadeau En Forme De Botte Noël Rouge Poche Porte-Cadeau Décoration De Fête Magideal <p><...
4418,1280,Accessoires téléphones,1302,Jeux vidéo rétro,0.9039472833523247,False,Couleur Belle Mélange Nuage Slime Putty Parfumée Stress Enfants Clay Toy Jouet Squishy 1147 Couleur ...
4419,1280,Accessoires téléphones,10,Livres,0.21702849819874823,False,Student (Série : Peecol - N°St01 - Artiste : Eboy - Type : 
4420,2583,Articles sport,2583,Articles sport,0.9999844610042299,True,HTH PH moins liquide - 5L Le pH Moins de 5 litres baisse le pH des eaux de piscines optimise l'effic...
4421,60,Consoles,60,Consoles,0.9980156944095729,True,Gb Garçon Couleur Couleur Consoles De Jeux Portables Joueur De Jeu Avec Rétro-Éclairé 66 Jeux Intégr...
4422,2705,Accessoires console,2705,Accessoires console,0.8646814887872237,True,La Comédie Américaine (Tome 2) - Adieu Gary Cooper Il mesurait un mètre quatre-vingt-huit était blon...
4423,2280,Jeux vidéo,2280,Jeux vidéo,0.8343607994381347,True,Elle N° 1906 Du 19/07/1982 - Un Grand Texte D'amour Mano L'archange. Cinema - La Chambre Des Dames -...
4424,1302,Jeux vidéo rétro,2060,Articles soins,0.8376785977980948,False,Led Lanterne Lampe Portable Alimenté Par Batterie Légère Tente Étanche Stream LED Lanterne batterie ...
4425,1281,Téléphonie fixe,1140,TV,0.6272923865352065,False,Star Trek Attack Wing Borg Scout 608 
4426,2060,Articles soins,2060,Articles soins,0.7904199273561828,True,Adhesif Sticker Moto 30x19 Cm 
4427,2522,Équipement bébé,2522,Équipement bébé,0.988033489910664,True,Carnet De Notes Bloc-Notes Cahier L'amour Au Portugal Size: In A5 size (14.4 cm x 21 cm / 5.7 inch x...
4428,1560,Photos,1560,Photos,0.9734616773013153,True,Matelas Pour Sommier Articulé - Déhoussable Mousse Poli Lattex Indéformable - 19 Cm - Soutien Ferme ...
4429,1160,Électroménager,1160,Électroménager,0.9992871891827214,True,Jamal Mashburn - Fleer 95-96 - N°37 
4430,1300,Jeux vidéo ancien,1300,Jeux vidéo ancien,0.9815407941942511,True,Esc Easy Start Commutateur De Déclenchement Support 1/10 Rc Crawler Traxxas Trx-4-Générique ESC Easy...
4431,2522,Équipement bébé,2522,Équipement bébé,0.8955565096797848,True,Trousse Fourre Tout Rond 21 X 6 Cm - Chacha : Tropical Rose Fleurs Détails :  Trousse Fourre Tout Ro...
4432,1320,CD,1320,CD,0.9810240056388624,True,Rivestimento Interno Navetta Peg Perego 
4433,1560,Photos,2060,Articles soins,0.8486360010101719,False,Dies Metal Cutting Stencil Bricolage Scrapbooking Embosser Album Paper Craft Carte N Fournitures De ...
4434,1280,Accessoires téléphones,1281,Téléphonie fixe,0.7811473861445708,False,Russe Education Computer Machine Learning Tablet Toy Cadeau Pour Enfant Jeux Éducatifs 369 1pc Russe...
4435,2583,Articles sport,2585,Sports & Loisirs,0.519527999277795,False,Flisan HB - 10 kg - Bayrol Liquide alcalin est un nettoyant dégraissant qui élimine les dépôts gras ...
4436,1920,Musique amplifiée,1920,Musique amplifiée,0.963306084168899,True,Nouveau Rideau De Douche Imperméable Avec 12 Crochets 3d Imprimé Polyester Salle De Bains Shower Cur...
4437,2280,Jeux vidéo,2280,Jeux vidéo,0.6832599472212896,True,Republicain (Le) N° 98 Du 18/12/1901 - Le Budget Des Cultes  -   Waldeck-Rousseau  -   Hubbard  -   ...
4438,2060,Articles soins,2060,Articles soins,0.9844605406029514,True,Ananas En Papier Tropical En Nid D'abeille Pièce Maîtresse Décorations De Table De Fête Avec 3pcs Ai...
