,in_test,in_train_original,in_train_balanced,is_ignored
8595,False,True,False,True
8596,False,True,False,True
8597,False,True,False,True
8598,False,True,True,False
8599,True,False,False,False
8600,False,True,True,False
8601,False,True,False,True
8602,False,True,True,False
8603,False,True,True,False
8604,False,True,False,True
8605,True,False,False,False
8606,False,True,True,False
8607,False,True,True,False
8608,False,True,False,True
8609,False,True,True,False
8610,True,False,False,False
8611,False,True,True,False
8612,False,True,True,False
8613,False,True,True,False
8614,False,True,True,False
8615,False,True,True,False
8616,False,True,False,True
8617,False,True,False,True
8618,False,True,False,True
8619,False,True,False,True
8620,False,True,True,False
8621,False,True,True,False
8622,False,True,True,False
8623,False,True,True,False
8624,True,False,False,False
8625,False,True,False,True
8626,False,True,True,False
8627,True,False,False,False
8628,False,True,True,False
8629,True,False,False,False
8630,False,True,True,False
8631,False,True,True,False
8632,False,True,True,False
8633,False,True,True,False
8634,False,True,False,True
8635,False,True,True,False
8636,False,True,False,True
8637,False,True,False,True
8638,False,True,False,True
8639,False,True,True,False
8640,False,True,False,True
8641,False,True,True,False
8642,False,True,True,False
8643,False,True,True,False
8644,False,True,True,False
8645,False,True,True,False
8646,False,True,True,False
8647,False,True,True,False
8648,False,True,True,False
8649,True,False,False,False
8650,True,False,False,False
8651,False,True,False,True
8652,True,False,False,False
8653,True,False,False,False
8654,False,True,True,False
8655,False,True,False,True
8656,False,True,True,False
8657,False,True,True,False
8658,False,True,False,True
8659,False,True,True,False
8660,False,True,True,False
8661,False,True,False,True
8662,False,True,True,False
8663,True,False,False,False
8664,False,True,True,False
8665,False,True,True,False
8666,False,True,True,False
8667,False,True,True,False
8668,True,False,False,False
8669,False,True,True,False
8670,False,True,True,False
8671,False,True,False,True
8672,False,True,True,False
8673,False,True,True,False
8674,False,True,False,True
8675,False,True,False,True
8676,False,True,False,True
8677,False,True,False,True
8678,False,True,True,False
8679,True,False,False,False
8680,True,False,False,False
8681,True,False,False,False
8682,False,True,True,False
8683,False,True,False,True
8684,True,False,False,False
8685,False,True,True,False
8686,False,True,False,True
8687,False,True,True,False
8688,False,True,True,False
8689,False,True,True,False
8690,False,True,False,True
8691,False,True,True,False
8692,False,True,True,False
8693,True,False,False,False
8694,False,True,False,True
8695,False,True,False,True
8696,False,True,False,True
8697,False,True,True,False
8698,False,True,False,True
8699,False,True,False,True
8700,False,True,False,True
8701,False,True,True,False
8702,True,False,False,False
8703,True,False,False,False
8704,False,True,True,False
8705,False,True,True,False
8706,False,True,True,False
8707,False,True,False,True
8708,False,True,True,False
8709,True,False,False,False
8710,False,True,False,True
8711,False,True,True,False
8712,False,True,True,False
8713,False,True,True,False
8714,False,True,True,False
8715,False,True,True,False
8716,False,True,False,True
8717,False,True,True,False
8718,False,True,True,False
8719,False,True,True,False
8720,True,False,False,False
8721,False,True,True,False
8722,True,False,False,False
8723,False,True,True,False
8724,False,True,True,False
8725,True,False,False,False
8726,False,True,True,False
8727,False,True,True,False
8728,False,True,False,True
8729,False,True,True,False
8730,False,True,False,True
8731,True,False,False,False
8732,False,True,False,True
8733,False,True,True,False
8734,False,True,True,False
8735,False,True,True,False
8736,False,True,False,True
8737,False,True,False,True
8738,False,True,False,True
8739,False,True,True,False
8740,False,True,False,True
8741,False,True,True,False
8742,False,True,True,False
8743,True,False,False,False
8744,True,False,False,False
8745,False,True,False,True
8746,False,True,True,False
8747,False,True,True,False
8748,False,True,True,False
8749,False,True,True,False
8750,False,True,True,False
8751,False,True,True,False
8752,False,True,True,False
8753,False,True,True,False
8754,False,True,False,True
8755,False,True,True,False
8756,False,True,True,False
8757,False,True,True,False
8758,False,True,True,False
8759,False,True,True,False
8760,False,True,False,True
8761,False,True,True,False
8762,False,True,True,False
8763,False,True,False,True
8764,False,True,True,False
8765,False,True,True,False
8766,False,True,True,False
8767,False,True,True,False
8768,False,True,False,True
8769,False,True,True,False
8770,False,True,True,False
8771,False,True,True,False
8772,False,True,True,False
8773,True,False,False,False
8774,False,True,True,False
8775,True,False,False,False
8776,False,True,True,False
8777,False,True,True,False
8778,False,True,True,False
8779,False,True,True,False
8780,False,True,False,True
8781,False,True,True,False
8782,False,True,True,False
8783,False,True,True,False
8784,False,True,False,True
8785,True,False,False,False
8786,True,False,False,False
8787,False,True,False,True
8788,False,True,False,True
8789,False,True,True,False
8790,False,True,False,True
8791,False,True,True,False
8792,False,True,True,False
8793,True,False,False,False
8794,True,False,False,False
8795,False,True,True,False
8796,False,True,False,True
8797,False,True,True,False
8798,False,True,True,False
8799,False,True,False,True
8800,True,False,False,False
8801,False,True,False,True
8802,False,True,True,False
8803,False,True,True,False
8804,False,True,True,False
8805,False,True,True,False
8806,False,True,False,True
8807,False,True,True,False
8808,False,True,True,False
8809,False,True,True,False
8810,False,True,True,False
8811,True,False,False,False
8812,False,True,False,True
8813,False,True,False,True
8814,True,False,False,False
8815,False,True,True,False
8816,False,True,True,False
8817,False,True,True,False
8818,False,True,True,False
8819,False,True,False,True
8820,False,True,True,False
8821,False,True,True,False
8822,False,True,True,False
8823,False,True,True,False
8824,True,False,False,False
8825,True,False,False,False
8826,True,False,False,False
8827,False,True,True,False
8828,False,True,False,True
8829,False,True,True,False
8830,True,False,False,False
8831,False,True,True,False
8832,False,True,False,True
8833,False,True,False,True
8834,False,True,True,False
8835,False,True,False,True
8836,False,True,False,True
8837,False,True,False,True
8838,False,True,False,True
8839,False,True,False,True
8840,False,True,False,True
8841,True,False,False,False
8842,True,False,False,False
8843,True,False,False,False
8844,False,True,True,False
8845,False,True,True,False
8846,False,True,True,False
8847,False,True,True,False
8848,True,False,False,False
8849,True,False,False,False
8850,True,False,False,False
8851,True,False,False,False
8852,False,True,True,False
8853,True,False,False,False
8854,False,True,True,False
8855,False,True,False,True
8856,False,True,True,False
8857,False,True,True,False
8858,True,False,False,False
8859,False,True,True,False
8860,True,False,False,False
8861,False,True,False,True
8862,False,True,True,False
8863,False,True,True,False
8864,False,True,True,False
8865,False,True,False,True
8866,False,True,True,False
8867,False,True,False,True
8868,True,False,False,False
8869,False,True,True,False
8870,True,False,False,False
8871,False,True,True,False
8872,False,True,False,True
8873,False,True,True,False
8874,True,False,False,False
8875,False,True,True,False
8876,False,True,True,False
8877,False,True,True,False
8878,True,False,False,False
8879,True,False,False,False
8880,True,False,False,False
8881,False,True,True,False
8882,True,False,False,False
8883,False,True,True,False
8884,False,True,True,False
8885,False,True,True,False
8886,True,False,False,False
8887,False,True,True,False
8888,False,True,False,True
8889,False,True,True,False
8890,False,True,True,False
8891,False,True,True,False
8892,False,True,False,True
8893,False,True,True,False
8894,False,True,True,False
8895,False,True,True,False
8896,False,True,False,True
8897,False,True,False,True
8898,True,False,False,False
8899,False,True,True,False
8900,False,True,False,True
8901,False,True,True,False
8902,True,False,False,False
8903,False,True,True,False
8904,False,True,True,False
8905,True,False,False,False
8906,False,True,True,False
8907,False,True,False,True
8908,False,True,True,False
8909,False,True,True,False
8910,False,True,True,False
8911,False,True,True,False
8912,False,True,True,False
8913,True,False,False,False
8914,False,True,True,False
8915,False,True,False,True
8916,True,False,False,False
8917,False,True,True,False
8918,False,True,False,True
8919,False,True,False,True
8920,True,False,False,False
8921,False,True,True,False
8922,False,True,True,False
8923,False,True,True,False
8924,False,True,True,False
8925,False,True,True,False
8926,False,True,True,False
8927,False,True,True,False
8928,False,True,False,True
8929,False,True,False,True
8930,True,False,False,False
8931,False,True,True,False
8932,True,False,False,False
8933,False,True,True,False
8934,False,True,False,True
8935,False,True,True,False
8936,False,True,True,False
8937,False,True,False,True
8938,False,True,True,False
8939,True,False,False,False
8940,True,False,False,False
8941,False,True,True,False
8942,True,False,False,False
8943,False,True,True,False
8944,False,True,True,False
8945,True,False,False,False
8946,False,True,True,False
8947,False,True,True,False
8948,False,True,False,True
8949,False,True,True,False
8950,False,True,True,False
8951,False,True,False,True
8952,False,True,True,False
8953,False,True,True,False
8954,False,True,False,True
8955,False,True,False,True
8956,False,True,True,False
8957,False,True,True,False
8958,False,True,False,True
8959,False,True,True,False
8960,False,True,True,False
8961,False,True,True,False
8962,False,True,True,False
8963,False,True,False,True
8964,False,True,True,False
8965,False,True,True,False
8966,False,True,False,True
8967,False,True,True,False
8968,False,True,True,False
8969,False,True,False,True
8970,False,True,True,False
8971,False,True,False,True
8972,True,False,False,False
8973,False,True,True,False
8974,False,True,False,True
8975,False,True,True,False
8976,False,True,False,True
8977,False,True,True,False
8978,False,True,True,False
8979,False,True,False,True
8980,False,True,False,True
8981,False,True,True,False
8982,False,True,True,False
8983,True,False,False,False
8984,False,True,True,False
8985,False,True,False,True
8986,False,True,False,True
8987,False,True,False,True
8988,False,True,False,True
8989,False,True,True,False
8990,True,False,False,False
8991,False,True,False,True
8992,False,True,True,False
8993,False,True,False,True
8994,False,True,False,True
8995,True,False,False,False
8996,False,True,True,False
8997,False,True,True,False
8998,False,True,True,False
8999,False,True,False,True
9000,False,True,False,True
9001,False,True,False,True
9002,False,True,True,False
9003,False,True,False,True
9004,False,True,True,False
9005,False,True,True,False
9006,False,True,True,False
9007,False,True,True,False
9008,True,False,False,False
9009,False,True,True,False
9010,False,True,True,False
9011,False,True,True,False
9012,False,True,True,False
9013,False,True,False,True
9014,False,True,False,True
9015,True,False,False,False
9016,False,True,True,False
9017,False,True,True,False
9018,False,True,False,True
9019,False,True,True,False
9020,False,True,True,False
9021,False,True,False,True
9022,False,True,True,False
9023,False,True,False,True
9024,True,False,False,False
9025,False,True,True,False
9026,False,True,True,False
9027,False,True,False,True
9028,False,True,True,False
9029,False,True,True,False
9030,False,True,True,False
9031,False,True,True,False
9032,False,True,True,False
9033,False,True,True,False
9034,False,True,False,True
9035,False,True,True,False
9036,False,True,False,True
9037,False,True,False,True
9038,False,True,True,False
9039,True,False,False,False
9040,False,True,True,False
9041,True,False,False,False
9042,False,True,False,True
9043,False,True,True,False
9044,False,True,False,True
9045,False,True,False,True
9046,True,False,False,False
9047,False,True,True,False
9048,False,True,True,False
9049,False,True,False,True
9050,False,True,False,True
9051,False,True,True,False
9052,False,True,True,False
9053,False,True,True,False
9054,False,True,True,False
9055,True,False,False,False
9056,False,True,True,False
9057,False,True,True,False
9058,True,False,False,False
9059,False,True,True,False
9060,False,True,True,False
9061,True,False,False,False
9062,False,True,True,False
9063,True,False,False,False
9064,True,False,False,False
9065,False,True,True,False
9066,True,False,False,False
9067,False,True,True,False
9068,True,False,False,False
9069,False,True,False,True
9070,True,False,False,False
9071,False,True,True,False
9072,False,True,True,False
9073,True,False,False,False
9074,False,True,True,False
9075,False,True,True,False
9076,False,True,True,False
9077,False,True,True,False
9078,False,True,True,False
9079,False,True,False,True
9080,False,True,True,False
9081,False,True,True,False
9082,True,False,False,False
9083,False,True,False,True
9084,False,True,True,False
9085,False,True,True,False
9086,False,True,True,False
9087,False,True,False,True
9088,True,False,False,False
9089,True,False,False,False
9090,False,True,True,False
9091,False,True,True,False
9092,True,False,False,False
9093,True,False,False,False
9094,False,True,True,False
9095,False,True,True,False
9096,True,False,False,False
9097,False,True,True,False
9098,False,True,False,True
9099,True,False,False,False
9100,False,True,True,False
9101,False,True,False,True
9102,True,False,False,False
9103,True,False,False,False
9104,False,True,False,True
9105,True,False,False,False
9106,False,True,True,False
9107,True,False,False,False
9108,False,True,True,False
9109,True,False,False,False
9110,False,True,True,False
9111,False,True,True,False
9112,False,True,True,False
9113,True,False,False,False
9114,False,True,False,True
9115,False,True,False,True
9116,False,True,True,False
9117,False,True,True,False
9118,False,True,True,False
9119,True,False,False,False
9120,False,True,True,False
9121,True,False,False,False
9122,False,True,True,False
9123,False,True,True,False
9124,False,True,False,True
9125,False,True,True,False
9126,True,False,False,False
9127,False,True,True,False
9128,False,True,True,False
9129,False,True,False,True
9130,False,True,False,True
9131,False,True,True,False
9132,False,True,True,False
9133,False,True,False,True
9134,False,True,True,False
9135,False,True,False,True
9136,False,True,True,False
9137,False,True,False,True
9138,False,True,True,False
9139,False,True,False,True
9140,False,True,False,True
9141,False,True,True,False
9142,False,True,False,True
9143,False,True,True,False
9144,False,True,False,True
9145,False,True,True,False
9146,False,True,False,True
9147,False,True,True,False
9148,False,True,True,False
9149,False,True,False,True
9150,True,False,False,False
9151,False,True,True,False
9152,False,True,True,False
9153,False,True,True,False
9154,False,True,True,False
9155,False,True,False,True
9156,True,False,False,False
9157,True,False,False,False
9158,False,True,False,True
9159,True,False,False,False
9160,False,True,True,False
9161,True,False,False,False
9162,False,True,True,False
9163,False,True,True,False
9164,False,True,False,True
9165,True,False,False,False
9166,False,True,True,False
9167,False,True,False,True
9168,True,False,False,False
9169,False,True,True,False
9170,False,True,True,False
9171,False,True,False,True
9172,False,True,True,False
9173,True,False,False,False
9174,False,True,True,False
9175,True,False,False,False
9176,False,True,True,False
9177,False,True,True,False
9178,True,False,False,False
9179,False,True,True,False
9180,False,True,True,False
9181,False,True,True,False
9182,False,True,True,False
9183,False,True,True,False
9184,False,True,True,False
9185,False,True,False,True
9186,False,True,True,False
9187,False,True,True,False
9188,False,True,False,True
9189,False,True,True,False
9190,False,True,False,True
9191,True,False,False,False
9192,False,True,False,True
9193,False,True,False,True
9194,False,True,False,True
9195,False,True,False,True
9196,False,True,True,False
9197,False,True,True,False
9198,False,True,True,False
9199,False,True,False,True
9200,True,False,False,False
9201,False,True,False,True
9202,False,True,True,False
9203,False,True,False,True
9204,False,True,False,True
9205,True,False,False,False
9206,False,True,True,False
9207,True,False,False,False
9208,False,True,True,False
9209,False,True,True,False
9210,True,False,False,False
9211,False,True,True,False
9212,False,True,True,False
9213,False,True,True,False
9214,False,True,True,False
9215,False,True,True,False
9216,False,True,True,False
9217,False,True,True,False
9218,False,True,True,False
9219,False,True,True,False
9220,False,True,True,False
9221,False,True,True,False
9222,True,False,False,False
9223,False,True,True,False
9224,True,False,False,False
9225,True,False,False,False
9226,False,True,True,False
9227,True,False,False,False
9228,False,True,False,True
9229,False,True,True,False
9230,True,False,False,False
9231,False,True,False,True
9232,True,False,False,False
9233,False,True,True,False
9234,False,True,True,False
9235,True,False,False,False
9236,False,True,False,True
9237,False,True,True,False
9238,False,True,True,False
9239,False,True,True,False
9240,False,True,True,False
9241,False,True,True,False
9242,False,True,True,False
9243,False,True,True,False
9244,False,True,True,False
9245,False,True,False,True
9246,False,True,False,True
9247,False,True,True,False
9248,True,False,False,False
9249,False,True,True,False
9250,False,True,True,False
9251,False,True,True,False
9252,False,True,True,False
9253,False,True,True,False
9254,False,True,True,False
9255,False,True,False,True
9256,False,True,True,False
9257,False,True,False,True
9258,True,False,False,False
9259,False,True,True,False
9260,False,True,True,False
9261,False,True,False,True
9262,False,True,False,True
9263,False,True,False,True
9264,False,True,False,True
9265,False,True,True,False
9266,True,False,False,False
9267,False,True,False,True
9268,False,True,True,False
9269,True,False,False,False
9270,False,True,False,True
9271,False,True,True,False
9272,True,False,False,False
9273,False,True,True,False
9274,False,True,True,False
9275,False,True,False,True
9276,False,True,False,True
9277,False,True,True,False
9278,False,True,False,True
9279,True,False,False,False
9280,False,True,True,False
9281,False,True,True,False
9282,False,True,False,True
9283,False,True,True,False
9284,True,False,False,False
9285,False,True,True,False
9286,False,True,False,True
9287,False,True,True,False
9288,False,True,True,False
9289,True,False,False,False
9290,False,True,True,False
9291,False,True,True,False
9292,False,True,True,False
9293,False,True,True,False
9294,False,True,False,True
9295,False,True,True,False
9296,False,True,True,False
9297,False,True,False,True
9298,False,True,True,False
9299,False,True,True,False
9300,True,False,False,False
9301,False,True,True,False
9302,False,True,True,False
9303,True,False,False,False
9304,True,False,False,False
9305,False,True,True,False
9306,False,True,True,False
9307,False,True,True,False
9308,False,True,True,False
9309,False,True,True,False
9310,False,True,False,True
9311,False,True,True,False
9312,True,False,False,False
9313,False,True,True,False
9314,False,True,True,False
9315,False,True,True,False
9316,False,True,True,False
9317,True,False,False,False
9318,False,True,True,False
9319,True,False,False,False
9320,False,True,True,False
9321,True,False,False,False
9322,True,False,False,False
9323,False,True,False,True
9324,False,True,False,True
9325,False,True,False,True
9326,False,True,True,False
9327,False,True,False,True
9328,True,False,False,False
9329,False,True,True,False
9330,False,True,False,True
9331,False,True,True,False
9332,False,True,False,True
9333,False,True,False,True
9334,False,True,True,False
9335,False,True,False,True
9336,False,True,False,True
9337,False,True,True,False
9338,False,True,False,True
9339,False,True,True,False
9340,True,False,False,False
9341,False,True,True,False
9342,False,True,False,True
9343,False,True,True,False
9344,True,False,False,False
9345,True,False,False,False
9346,False,True,True,False
9347,False,True,False,True
9348,True,False,False,False
9349,False,True,False,True
9350,False,True,False,True
9351,False,True,False,True
9352,False,True,True,False
9353,False,True,True,False
9354,True,False,False,False
9355,True,False,False,False
9356,False,True,True,False
9357,False,True,True,False
9358,False,True,False,True
9359,False,True,False,True
9360,True,False,False,False
9361,False,True,True,False
9362,False,True,False,True
9363,False,True,True,False
9364,False,True,False,True
9365,False,True,True,False
9366,False,True,True,False
9367,False,True,True,False
9368,False,True,False,True
9369,True,False,False,False
9370,False,True,False,True
9371,False,True,False,True
9372,False,True,True,False
9373,True,False,False,False
9374,False,True,True,False
9375,False,True,False,True
9376,False,True,False,True
9377,False,True,False,True
9378,False,True,False,True
9379,False,True,True,False
9380,False,True,True,False
9381,False,True,True,False
9382,False,True,True,False
9383,False,True,True,False
9384,False,True,True,False
9385,False,True,False,True
9386,False,True,True,False
9387,False,True,False,True
9388,False,True,False,True
9389,True,False,False,False
9390,False,True,True,False
9391,False,True,False,True
9392,False,True,False,True
9393,False,True,True,False
9394,False,True,True,False
9395,True,False,False,False
9396,False,True,True,False
9397,False,True,True,False
9398,False,True,True,False
9399,False,True,True,False
9400,False,True,False,True
9401,False,True,True,False
9402,False,True,True,False
9403,True,False,False,False
9404,False,True,True,False
9405,False,True,False,True
9406,False,True,False,True
9407,False,True,False,True
9408,False,True,True,False
9409,False,True,True,False
9410,False,True,True,False
9411,False,True,False,True
9412,False,True,True,False
9413,False,True,True,False
9414,False,True,True,False
9415,False,True,False,True
9416,True,False,False,False
9417,False,True,True,False
9418,False,True,False,True
9419,False,True,False,True
9420,False,True,True,False
9421,False,True,False,True
9422,True,False,False,False
9423,False,True,True,False
9424,False,True,True,False
9425,False,True,True,False
9426,True,False,False,False
9427,False,True,False,True
9428,True,False,False,False
9429,True,False,False,False
9430,True,False,False,False
9431,False,True,True,False
9432,False,True,False,True
9433,False,True,True,False
9434,True,False,False,False
9435,False,True,True,False
9436,False,True,False,True
9437,False,True,True,False
9438,True,False,False,False
9439,False,True,True,False
9440,False,True,False,True
9441,True,False,False,False
9442,False,True,False,True
9443,False,True,False,True
9444,False,True,True,False
9445,False,True,True,False
9446,False,True,False,True
9447,False,True,True,False
9448,False,True,True,False
9449,False,True,True,False
9450,False,True,True,False
9451,False,True,False,True
9452,False,True,True,False
9453,False,True,True,False
9454,False,True,False,True
9455,True,False,False,False
9456,True,False,False,False
9457,False,True,False,True
9458,False,True,True,False
9459,False,True,True,False
9460,False,True,False,True
9461,True,False,False,False
9462,False,True,False,True
9463,False,True,True,False
9464,False,True,False,True
9465,True,False,False,False
9466,False,True,True,False
9467,False,True,True,False
9468,False,True,True,False
9469,False,True,True,False
9470,False,True,False,True
9471,False,True,False,True
9472,False,True,False,True
9473,False,True,False,True
9474,False,True,True,False
9475,False,True,True,False
9476,False,True,False,True
9477,False,True,False,True
9478,True,False,False,False
9479,True,False,False,False
9480,False,True,True,False
9481,False,True,True,False
9482,False,True,False,True
9483,False,True,False,True
9484,False,True,True,False
9485,False,True,True,False
9486,False,True,False,True
9487,False,True,True,False
9488,False,True,True,False
9489,False,True,True,False
9490,False,True,True,False
9491,False,True,True,False
9492,False,True,True,False
9493,False,True,True,False
9494,False,True,False,True
9495,False,True,True,False
9496,False,True,False,True
9497,False,True,False,True
9498,False,True,True,False
9499,False,True,False,True
9500,True,False,False,False
9501,False,True,True,False
9502,False,True,False,True
9503,False,True,True,False
9504,False,True,False,True
9505,False,True,False,True
9506,False,True,True,False
9507,True,False,False,False
9508,False,True,False,True
9509,False,True,True,False
9510,False,True,False,True
9511,False,True,False,True
9512,False,True,False,True
9513,True,False,False,False
9514,False,True,True,False
9515,False,True,True,False
9516,True,False,False,False
9517,False,True,True,False
9518,False,True,True,False
9519,True,False,False,False
9520,False,True,True,False
9521,False,True,False,True
9522,False,True,True,False
9523,False,True,False,True
9524,False,True,True,False
9525,False,True,True,False
9526,True,False,False,False
9527,True,False,False,False
9528,False,True,True,False
9529,False,True,False,True
9530,True,False,False,False
9531,False,True,True,False
9532,False,True,True,False
9533,True,False,False,False
9534,False,True,False,True
9535,False,True,True,False
9536,False,True,True,False
9537,False,True,False,True
9538,False,True,True,False
9539,True,False,False,False
9540,False,True,True,False
9541,True,False,False,False
9542,False,True,True,False
9543,False,True,True,False
9544,True,False,False,False
9545,False,True,True,False
9546,False,True,True,False
9547,False,True,False,True
9548,False,True,True,False
9549,False,True,True,False
9550,False,True,False,True
9551,False,True,True,False
9552,False,True,True,False
9553,False,True,True,False
9554,False,True,True,False
9555,False,True,True,False
9556,True,False,False,False
9557,False,True,False,True
9558,True,False,False,False
9559,False,True,True,False
9560,False,True,False,True
9561,False,True,False,True
9562,False,True,True,False
9563,True,False,False,False
9564,False,True,False,True
9565,False,True,False,True
9566,False,True,False,True
9567,False,True,True,False
9568,False,True,False,True
9569,False,True,True,False
9570,False,True,True,False
9571,False,True,True,False
9572,False,True,True,False
9573,False,True,True,False
9574,False,True,False,True
9575,False,True,True,False
9576,True,False,False,False
9577,False,True,True,False
9578,False,True,True,False
9579,True,False,False,False
9580,False,True,True,False
9581,False,True,False,True
9582,False,True,True,False
9583,True,False,False,False
9584,False,True,True,False
9585,False,True,False,True
9586,False,True,True,False
9587,True,False,False,False
9588,False,True,True,False
9589,False,True,True,False
9590,True,False,False,False
9591,False,True,False,True
9592,False,True,False,True
9593,True,False,False,False
9594,False,True,False,True
9595,False,True,True,False
9596,False,True,False,True
9597,False,True,True,False
9598,False,True,False,True
9599,False,True,False,True
9600,True,False,False,False
9601,False,True,False,True
9602,False,True,False,True
9603,False,True,True,False
9604,False,True,True,False
9605,True,False,False,False
9606,False,True,False,True
9607,False,True,False,True
9608,False,True,False,True
9609,False,True,True,False
9610,False,True,True,False
9611,False,True,True,False
9612,False,True,True,False
9613,True,False,False,False
9614,False,True,True,False
9615,False,True,True,False
9616,False,True,True,False
9617,False,True,True,False
9618,False,True,True,False
9619,True,False,False,False
9620,True,False,False,False
9621,False,True,True,False
9622,True,False,False,False
9623,False,True,True,False
9624,False,True,True,False
9625,False,True,True,False
9626,False,True,False,True
9627,False,True,True,False
9628,False,True,True,False
9629,False,True,True,False
9630,False,True,False,True
9631,True,False,False,False
9632,False,True,False,True
9633,False,True,False,True
9634,False,True,False,True
9635,False,True,True,False
9636,False,True,False,True
9637,True,False,False,False
9638,False,True,False,True
9639,False,True,True,False
9640,False,True,True,False
9641,False,True,True,False
9642,True,False,False,False
9643,False,True,True,False
9644,False,True,False,True
9645,False,True,True,False
9646,False,True,False,True
9647,False,True,True,False
9648,False,True,False,True
9649,True,False,False,False
9650,False,True,True,False
9651,False,True,False,True
9652,False,True,False,True
9653,False,True,True,False
9654,False,True,True,False
9655,False,True,True,False
9656,False,True,True,False
9657,False,True,True,False
9658,False,True,True,False
9659,False,True,True,False
9660,True,False,False,False
9661,True,False,False,False
9662,False,True,False,True
9663,True,False,False,False
9664,False,True,True,False
9665,False,True,False,True
9666,False,True,False,True
9667,False,True,True,False
9668,False,True,True,False
9669,False,True,True,False
9670,False,True,True,False
9671,False,True,False,True
9672,True,False,False,False
9673,False,True,True,False
9674,True,False,False,False
9675,True,False,False,False
9676,False,True,True,False
9677,False,True,False,True
9678,True,False,False,False
9679,False,True,True,False
9680,True,False,False,False
9681,False,True,True,False
9682,False,True,True,False
9683,False,True,True,False
9684,False,True,True,False
9685,False,True,False,True
9686,False,True,True,False
9687,False,True,True,False
9688,False,True,True,False
9689,True,False,False,False
9690,False,True,True,False
9691,False,True,True,False
9692,False,True,False,True
9693,False,True,False,True
9694,True,False,False,False
9695,False,True,True,False
9696,False,True,True,False
9697,True,False,False,False
9698,False,True,True,False
9699,False,True,True,False
9700,False,True,True,False
9701,False,True,False,True
9702,False,True,True,False
9703,False,True,True,False
9704,False,True,False,True
9705,False,True,True,False
9706,False,True,True,False
9707,True,False,False,False
9708,False,True,False,True
9709,True,False,False,False
9710,False,True,True,False
9711,False,True,False,True
9712,False,True,True,False
9713,False,True,False,True
9714,False,True,False,True
9715,True,False,False,False
9716,False,True,False,True
9717,False,True,True,False
9718,True,False,False,False
9719,True,False,False,False
9720,False,True,True,False
9721,False,True,True,False
9722,False,True,False,True
9723,False,True,False,True
9724,False,True,False,True
9725,False,True,True,False
9726,True,False,False,False
9727,False,True,True,False
9728,False,True,False,True
9729,False,True,True,False
9730,False,True,True,False
9731,False,True,True,False
9732,True,False,False,False
9733,False,True,True,False
9734,True,False,False,False
9735,False,True,True,False
9736,False,True,True,False
9737,False,True,False,True
9738,True,False,False,False
9739,False,True,True,False
9740,False,True,True,False
9741,False,True,True,False
9742,False,True,True,False
9743,False,True,False,True
9744,False,True,True,False
9745,False,True,True,False
9746,False,True,False,True
9747,False,True,True,False
9748,False,True,True,False
9749,False,True,False,True
9750,False,True,True,False
9751,False,True,True,False
9752,False,True,True,False
9753,True,False,False,False
9754,False,True,True,False
9755,False,True,True,False
9756,False,True,True,False
9757,False,True,True,False
9758,True,False,False,False
9759,False,True,True,False
9760,False,True,True,False
9761,True,False,False,False
9762,True,False,False,False
9763,False,True,True,False
9764,False,True,True,False
9765,False,True,True,False
9766,True,False,False,False
9767,False,True,False,True
9768,False,True,True,False
9769,True,False,False,False
9770,False,True,True,False
9771,False,True,False,True
9772,False,True,True,False
9773,True,False,False,False
9774,True,False,False,False
9775,False,True,True,False
9776,True,False,False,False
9777,False,True,False,True
9778,False,True,True,False
9779,True,False,False,False
9780,False,True,True,False
9781,False,True,False,True
9782,False,True,False,True
9783,False,True,True,False
9784,False,True,False,True
9785,False,True,True,False
9786,False,True,False,True
9787,False,True,True,False
9788,False,True,False,True
9789,False,True,True,False
9790,False,True,True,False
9791,False,True,True,False
9792,False,True,True,False
9793,False,True,False,True
9794,True,False,False,False
9795,True,False,False,False
9796,True,False,False,False
9797,False,True,False,True
9798,False,True,True,False
9799,False,True,True,False
9800,False,True,False,True
9801,False,True,False,True
9802,False,True,False,True
9803,False,True,True,False
9804,False,True,True,False
9805,False,True,True,False
9806,True,False,False,False
9807,False,True,True,False
9808,False,True,False,True
9809,True,False,False,False
9810,False,True,True,False
9811,False,True,True,False
9812,False,True,True,False
9813,False,True,True,False
9814,False,True,False,True
9815,False,True,True,False
9816,False,True,False,True
9817,True,False,False,False
9818,False,True,False,True
9819,False,True,False,True
9820,False,True,True,False
9821,False,True,True,False
9822,False,True,True,False
9823,False,True,False,True
9824,False,True,False,True
9825,False,True,True,False
9826,False,True,True,False
9827,False,True,True,False
9828,True,False,False,False
9829,False,True,True,False
9830,False,True,False,True
9831,False,True,True,False
9832,False,True,False,True
9833,False,True,True,False
9834,False,True,True,False
9835,True,False,False,False
9836,True,False,False,False
9837,False,True,False,True
9838,False,True,True,False
9839,False,True,False,True
9840,True,False,False,False
9841,True,False,False,False
9842,False,True,False,True
9843,False,True,False,True
9844,False,True,True,False
9845,True,False,False,False
9846,False,True,True,False
9847,False,True,True,False
9848,True,False,False,False
9849,False,True,False,True
9850,True,False,False,False
9851,False,True,False,True
9852,False,True,True,False
9853,False,True,True,False
9854,True,False,False,False
9855,False,True,True,False
9856,False,True,True,False
9857,False,True,True,False
9858,False,True,True,False
9859,True,False,False,False
9860,False,True,True,False
9861,True,False,False,False
9862,False,True,True,False
9863,False,True,False,True
9864,False,True,True,False
